"Ticker","Date","Price","ChangePct","Signal","Regime","Quadrant","RVol","AgeDays","Score","RiskPct","RewardRisk"
"HRTA","2026-05-05","2640","-4","AVOID","NORMAL UPTREND","WEAKENING","1.03","84","832","26.2","3.01"
"OKAS","2026-05-05","125","0.8064516129032258","HOLD","SIDEWAYS","WEAKENING","0.78","84","832","29.93","3.02"
"BUVA","2026-05-05","1135","7.0754716981132075","AVOID","SIDEWAYS","LAGGING","1.11","85","830","24.34","1.89"
"BTEK","2026-05-05","13","-7.142857142857142","AVOID","NORMAL DOWNTREND","LAGGING","0.73","85","830","38.89","3"
"KBLI","2026-05-05","322","-0.6172839506172839","AVOID","SIDEWAYS","LAGGING","7.62","96","828","9.26","2"
"WINS","2026-05-05","565","0.8928571428571428","HOLD","NORMAL UPTREND","LEADING","1.15","138","824","21.55","3.02"
"FORU","2026-05-05","1385","5.7251908396946565","HOLD","SIDEWAYS","LEADING","0.74","138","824","39.43","3"
"SMKL","2026-05-05","159","1.2738853503184715","AVOID","SIDEWAYS","LAGGING","0.33","88","824","5.85","3.3"
"INAI","2026-05-05","184","0","AVOID","SIDEWAYS","LAGGING","0.86","88","824","52.05","3.01"
"ERAA","2026-05-05","410","-0.966183574879227","HOLD","SIDEWAYS","LAGGING","0.42","89","822","17.22","3.01"
"SMIL","2026-05-05","280","0","HOLD","NORMAL UPTREND","WEAKENING","0.24","89","822","8.06","3"
"ERAL","2026-05-05","302","0.6666666666666667","HOLD","NORMAL DOWNTREND","LAGGING","0.31","89","822","20.51","3"
"BATR","2026-05-05","93","0","HOLD","SIDEWAYS","WEAKENING","1.07","90","820","16.82","3"
"NASI","2026-05-05","152","0","AVOID","SIDEWAYS","WEAKENING","0.46","90","820","42.7","3"
"TUGU","2026-05-05","1270","2.0080321285140563","AVOID","SIDEWAYS","LEADING","0.66","141","818","9.87","3"
"MLIA","2026-05-05","264","0.7633587786259541","AVOID","NORMAL DOWNTREND","IMPROVING","0.13","116","818","6.86","3.08"
"SOFA","2026-05-05","392","-0.5076142131979695","AVOID","NORMAL DOWNTREND","LAGGING","0.4","91","818","12.17","4.83"
"FUJI","2026-05-05","324","1.25","AVOID","SIDEWAYS","LAGGING","0.55","91","818","23.67","3"
"WAPO","2026-05-05","138","0.7299270072992701","HOLD","SIDEWAYS","WEAKENING","0.19","91","818","17.89","3"
"ICBP","2026-05-05","6725","-1.1029411764705883","AVOID","NORMAL DOWNTREND","LAGGING","1.44","92","816","14.33","3"
"INTD","2026-05-05","244","-2.4","AVOID","SIDEWAYS","LAGGING","0.1","92","816","28.85","1.93"
"TRIM","2026-05-05","575","0","HOLD","SIDEWAYS","LAGGING","2.42","103","814","19.74","3"
"BBSS","2026-05-05","169","3.6809815950920246","AVOID","SIDEWAYS","IMPROVING","0.35","119","812","43.36","3.01"
"BBRI","2026-05-05","3150","3.618421052631579","AVOID","NORMAL DOWNTREND","LAGGING","0.87","96","808","13.49","2.98"
"BUMI","2026-05-05","230","0","AVOID","SIDEWAYS","LEADING","0.53","146","808","62.58","3.01"
"SILO","2026-05-05","2410","-2.82258064516129","AVOID","NORMAL DOWNTREND","LAGGING","1.68","96","808","14.64","3"
"MDIY","2026-05-05","885","-2.209944751381215","AVOID","SIDEWAYS","LEADING","0.3","146","808","3.3","2.43"
"MAPI","2026-05-05","1215","-6.177606177606178","HOLD","NORMAL DOWNTREND","WEAKENING","1.03","96","808","9.88","3"
"ISSP","2026-05-05","432","-0.9174311926605505","AVOID","SIDEWAYS","LAGGING","1.53","96","808","14.72","2.99"
"MGRO","2026-05-05","675","-1.4598540145985401","AVOID","NORMAL DOWNTREND","LAGGING","0.66","96","808","4.58","3.86"
"CSAP","2026-05-05","288","-0.6896551724137931","AVOID","NORMAL DOWNTREND","LAGGING","0.03","96","808","11.45","3"
"AMOR","2026-05-05","348","-1.694915254237288","HOLD","NORMAL DOWNTREND","WEAKENING","0.16","96","808","2.07","13.75"
"PEHA","2026-05-05","300","1.3513513513513513","HOLD","SIDEWAYS","LAGGING","0.31","96","808","4.97","3.63"
"TRUK","2026-05-05","510","-4.672897196261682","HOLD","SIDEWAYS","WEAKENING","0.05","96","808","24.49","3.02"
"RISE","2026-05-05","1625","-0.6116207951070336","AVOID","NORMAL DOWNTREND","LAGGING","0.36","97","806","19.5","6.53"
"SUNI","2026-05-05","625","0.8064516129032258","AVOID","NORMAL DOWNTREND","LAGGING","0.54","98","804","8.43","3"
"LAJU","2026-05-05","81","-1.2195121951219512","AVOID","SIDEWAYS","LAGGING","0.17","98","804","43.33","3"
"CPIN","2026-05-05","4090","0","AVOID","NORMAL DOWNTREND","LAGGING","0.22","99","802","1.99","2.44"
"BBRM","2026-05-05","150","0.6711409395973155","HOLD","SIDEWAYS","LAGGING","0.23","99","802","28.17","3.01"
"PGJO","2026-05-05","800","-0.6211180124223602","HOLD","NORMAL DOWNTREND","WEAKENING","0.76","99","802","10.2","3.55"
"BANK","2026-05-05","600","-6.25","HOLD","SIDEWAYS","LEADING","1.08","152","796","15.98","3"
"AADI","2026-05-05","10525","-4.100227790432802","AVOID","NORMAL UPTREND","WEAKENING","0.77","103","794","13.48","3"
"BUKA","2026-05-05","148","-0.6711409395973155","AVOID","NORMAL DOWNTREND","LAGGING","0.33","103","794","3.75","2"
"LPKR","2026-05-05","83","2.4691358024691357","AVOID","SIDEWAYS","WEAKENING","0.41","103","794","36.72","3.02"
"GOLF","2026-05-05","193","0","HOLD","SIDEWAYS","LAGGING","0.49","103","794","49.01","3.01"
"MAHA","2026-05-05","150","-0.6622516556291391","HOLD","SIDEWAYS","LAGGING","0.69","103","794","24.3","3"
"KBLV","2026-05-05","118","0","AVOID","NORMAL DOWNTREND","WEAKENING","0.75","103","794","9.94","3.61"
"MIKA","2026-05-05","1900","-0.7832898172323759","AVOID","NORMAL DOWNTREND","LAGGING","1.02","104","792","21.43","3"
"IKBI","2026-05-05","550","-1.7857142857142856","AVOID","SIDEWAYS","WEAKENING","0.34","104","792","9.45","2.98"
"KIOS","2026-05-05","109","0","AVOID","SIDEWAYS","LAGGING","0.21","104","792","34.21","3"
"KEEN","2026-05-05","925","4.519774011299435","AVOID","NORMAL DOWNTREND","WEAKENING","0.78","105","790","23.74","3"
"LUCY","2026-05-05","1845","8.529411764705882","HOLD","NORMAL UPTREND","LEADING","0.63","155","790","51.55","3"
"IFII","2026-05-05","222","0.9090909090909091","AVOID","SIDEWAYS","LAGGING","0.09","105","790","24.83","2.99"
"TOSK","2026-05-05","65","-1.5151515151515151","HOLD","SIDEWAYS","LAGGING","0.5","105","790","35.96","3"
"MSTI","2026-05-05","1380","2.6022304832713754","AVOID","SIDEWAYS","LAGGING","1.05","106","788","3.81","4.36"
"BWPT","2026-05-05","135","1.5037593984962405","HOLD","SIDEWAYS","LAGGING","0.53","106","788","12.88","3"
"NRCA","2026-05-05","630","5","AVOID","NORMAL DOWNTREND","LAGGING","0.42","106","788","20.45","2.96"
"BLES","2026-05-05","158","-3.067484662576687","AVOID","NORMAL UPTREND","WEAKENING","0.52","106","788","9.3","3"
"PTPS","2026-05-05","168","0","AVOID","NORMAL DOWNTREND","LAGGING","0.62","106","788","11.27","3.04"
"ZYRX","2026-05-05","145","0.6944444444444444","HOLD","SIDEWAYS","WEAKENING","0.47","106","788","12","3"
"JKON","2026-05-05","78","-1.2658227848101267","HOLD","SIDEWAYS","LEADING","0.54","158","784","8.05","3"
"SAPX","2026-05-05","250","0.8064516129032258","AVOID","SIDEWAYS","LEADING","0.32","159","782","20.45","3.03"
"CTRA","2026-05-05","680","0.7407407407407408","AVOID","SIDEWAYS","LAGGING","0.6","110","780","10.64","3"
"BTPS","2026-05-05","990","1.5384615384615385","AVOID","NORMAL DOWNTREND","LAGGING","1.25","110","780","5.37","3.54"
"AISA","2026-05-05","123","1.6528925619834711","AVOID","NORMAL DOWNTREND","LAGGING","0.66","110","780","16.99","3.04"
"INRU","2026-05-05","590","0","AVOID","NORMAL DOWNTREND","LEADING","0","160","780","9.46","3"
"MPRO","2026-05-05","9225","0","AVOID","SIDEWAYS","LEADING","0","161","778","79.64","3"
"TAMU","2026-05-05","30","7.142857142857142","AVOID","SIDEWAYS","LAGGING","0.9","111","778","63.77","3.02"
"AXIO","2026-05-05","116","0","AVOID","SIDEWAYS","LAGGING","1.23","111","778","3.1","5"
"WINE","2026-05-05","182","0","AVOID","SIDEWAYS","LAGGING","0.9","111","778","8.17","3.06"
"IKPM","2026-05-05","199","-2.450980392156863","AVOID","SIDEWAYS","LAGGING","0.53","111","778","25.19","3"
"MDKA","2026-05-05","3100","-3.125","AVOID","NORMAL UPTREND","LAGGING","0.81","112","776","32.05","3.01"
"MBMA","2026-05-05","615","-8.88888888888889","AVOID","NORMAL DOWNTREND","LAGGING","1.46","112","776","32.26","3"
"CTBN","2026-05-05","5325","0","AVOID","NORMAL DOWNTREND","LAGGING","0.04","112","776","20.15","3"
"DKHH","2026-05-05","75","1.3513513513513513","AVOID","NORMAL UPTREND","LAGGING","1.1","113","774","30.17","3.03"
"KRAS","2026-05-05","280","-1.4084507042253522","AVOID","SIDEWAYS","LAGGING","0.49","116","768","7.89","3"
"KIJA","2026-05-05","178","-0.5586592178770949","AVOID","SIDEWAYS","LAGGING","0.26","116","768","48.87","3.01"
"ASRI","2026-05-05","131","0","AVOID","SIDEWAYS","LAGGING","0.39","116","768","10.17","3.06"
"ADHI","2026-05-05","204","-0.9708737864077669","HOLD","NORMAL UPTREND","LEADING","0.6","166","768","2.31","6.33"
"ANTM","2026-05-05","3690","-2.8947368421052633","AVOID","NORMAL UPTREND","LAGGING","1.06","118","764","26.23","3"
"GWSA","2026-05-05","151","0.6666666666666667","HOLD","SIDEWAYS","WEAKENING","0.34","118","764","12.65","3.05"
"KREN","2026-05-05","16","-5.88235294117647","AVOID","NORMAL DOWNTREND","LAGGING","0.51","118","764","39.13","3"
"SDPC","2026-05-05","189","-2.072538860103627","HOLD","SIDEWAYS","LAGGING","1","118","764","21.81","3.02"
"KARW","2026-05-05","288","-1.36986301369863","AVOID","SIDEWAYS","LAGGING","0.46","118","764","5.79","10.91"
"HADE","2026-05-05","19","0","AVOID","SIDEWAYS","LAGGING","0.21","118","764","18.52","4.2"
"NICL","2026-05-05","850","-3.4090909090909087","AVOID","SIDEWAYS","LAGGING","0.67","119","762","48.1","3.01"
"BGTG","2026-05-05","123","2.5","HOLD","SIDEWAYS","LAGGING","0.48","119","762","26.39","3"
"VICO","2026-05-05","162","-2.4096385542168677","HOLD","NORMAL DOWNTREND","WEAKENING","0.13","119","762","8.49","3"
"GDST","2026-05-05","105","0","AVOID","SIDEWAYS","LAGGING","0.39","119","762","14.93","3"
"CNMA","2026-05-05","102","-0.9708737864077669","AVOID","NORMAL DOWNTREND","LAGGING","0.4","120","760","11.72","3"
"CPRO","2026-05-05","58","1.7543859649122806","HOLD","SIDEWAYS","WEAKENING","0.37","120","760","31.4","3"
"MNCN","2026-05-05","234","-2.5","AVOID","NORMAL DOWNTREND","LAGGING","0.43","120","760","9.29","3"
"BVIC","2026-05-05","104","-0.9523809523809524","AVOID","SIDEWAYS","LAGGING","0.48","120","760","25.18","3"
"ASJT","2026-05-05","189","-1.0471204188481675","AVOID","SIDEWAYS","LAGGING","0.69","120","760","61.81","3"
"BUDI","2026-05-05","210","-0.9433962264150944","AVOID","SIDEWAYS","LAGGING","0.5","123","754","2.78","5.33"
"UNTD","2026-05-05","85","-1.1627906976744187","AVOID","NORMAL DOWNTREND","WEAKENING","0.87","123","754","41.46","3"
"HILL","2026-05-05","20","0","AVOID","SIDEWAYS","LAGGING","0.76","123","754","24.18","3"
"EMDE","2026-05-05","78","-1.2658227848101267","HOLD","NORMAL DOWNTREND","WEAKENING","0.2","123","754","20","3"
"BHAT","2026-05-05","1400","-0.3558718861209964","AVOID","SIDEWAYS","LEADING","1.05","174","752","20.09","3"
"CMNP","2026-05-05","1535","-1.6025641025641024","AVOID","NORMAL UPTREND","WEAKENING","0.17","126","748","27.2","3.61"
"DATA","2026-05-05","2050","0.9852216748768473","HOLD","SIDEWAYS","IMPROVING","0.15","151","748","16.63","3"
"TBIG","2026-05-05","1705","0","AVOID","SIDEWAYS","LAGGING","0.16","127","746","34.34","2.99"
"BACA","2026-05-05","136","0","HOLD","SIDEWAYS","WEAKENING","0.45","127","746","46.83","2.99"
"GZCO","2026-05-05","228","8.571428571428571","AVOID","NORMAL DOWNTREND","WEAKENING","0.86","127","746","80.96","3"
"COCO","2026-05-05","318","1.9230769230769231","AVOID","NORMAL DOWNTREND","LAGGING","0.33","127","746","56.31","3"
"BPTR","2026-05-05","85","0","AVOID","SIDEWAYS","LAGGING","0.11","127","746","7.69","3"
"AVIA","2026-05-05","390","-0.5102040816326531","HOLD","SIDEWAYS","LEADING","0.35","181","738","10.04","2.98"
"PLAN","2026-05-05","53","0","AVOID","SIDEWAYS","WEAKENING","0.15","132","736","18.87","3"
"GPRA","2026-05-05","112","-1.7543859649122806","HOLD","NORMAL DOWNTREND","WEAKENING","1.11","133","734","6.02","3.38"
"YULE","2026-05-05","3320","0.911854103343465","HOLD","SIDEWAYS","LAGGING","0.04","134","732","18.44","3"
"BSML","2026-05-05","408","-0.4878048780487805","HOLD","NORMAL UPTREND","WEAKENING","0.57","134","732","20.47","3"
"UNTR","2026-05-05","28750","-1.202749140893471","AVOID","SIDEWAYS","LAGGING","0.85","137","726","7.05","3.07"
"MMIX","2026-05-05","316","5.333333333333334","HOLD","NORMAL UPTREND","WEAKENING","0.85","137","726","11.48","1.57"
"ADMG","2026-05-05","206","-2.8301886792452833","HOLD","SIDEWAYS","WEAKENING","0.24","138","724","13.56","3.04"
"DNET","2026-05-05","9400","-0.5291005291005291","HOLD","NORMAL UPTREND","LAGGING","0.24","140","720","3.34","4.67"
"BBHI","2026-05-05","1225","-1.2096774193548387","AVOID","NORMAL DOWNTREND","LAGGING","0.16","141","718","5.86","3.33"
"PWON","2026-05-05","316","0","AVOID","NORMAL DOWNTREND","LAGGING","0.84","141","718","2.84","2.8"
"AGRO","2026-05-05","185","2.7777777777777777","AVOID","SIDEWAYS","LAGGING","0.2","141","718","16.94","3"
"BBYB","2026-05-05","302","0","AVOID","SIDEWAYS","LAGGING","0.59","141","718","35.93","3"
"RONY","2026-05-05","1565","-5.151515151515151","AVOID","SIDEWAYS","LAGGING","0.47","141","718","9.72","2.87"
"MINE","2026-05-05","342","-0.5813953488372093","AVOID","SIDEWAYS","LAGGING","0.49","141","718","2.48","4.25"
"DART","2026-05-05","155","-1.2738853503184715","HOLD","SIDEWAYS","WEAKENING","0.23","141","718","20.09","3.02"
"INPS","2026-05-05","695","-4.137931034482759","AVOID","NORMAL UPTREND","WEAKENING","1.22","141","718","49.07","3.01"
"CSIS","2026-05-05","182","0","HOLD","SIDEWAYS","LAGGING","0.38","141","718","33.09","2.99"
"MUTU","2026-05-05","104","-0.9523809523809524","HOLD","SIDEWAYS","WEAKENING","0.05","141","718","28.47","3"
"TSPC","2026-05-05","2420","-0.819672131147541","AVOID","SIDEWAYS","LAGGING","1.67","144","712","3.97","4.18"
"DMMX","2026-05-05","220","0","HOLD","SIDEWAYS","LAGGING","0.14","145","710","18.23","3.03"
"GTBO","2026-05-05","208","0","AVOID","SIDEWAYS","LAGGING","0.71","145","710","31.21","2.99"
"EMTK","2026-05-05","815","0","AVOID","NORMAL DOWNTREND","LAGGING","0.5","146","708","19.72","3"
"BIRD","2026-05-05","1560","0","AVOID","NORMAL DOWNTREND","LAGGING","1.56","146","708","5.79","3.38"
"DEWA","2026-05-05","510","3.2388663967611335","AVOID","NORMAL UPTREND","LAGGING","0.67","147","706","44.55","3"
"MICE","2026-05-05","510","0","AVOID","SIDEWAYS","LEADING","0.07","197","706","9.72","3.04"
"TEBE","2026-05-05","1255","0.4","AVOID","SIDEWAYS","LAGGING","0.16","148","704","23","3.01"
"GUNA","2026-05-05","222","1.834862385321101","HOLD","SIDEWAYS","LAGGING","0.56","148","704","6.21","3.33"
"RICY","2026-05-05","94","0","AVOID","SIDEWAYS","WEAKENING","0.23","148","704","44.57","3.02"
"IMPC","2026-05-05","2250","0.8968609865470852","HOLD","SIDEWAYS","LAGGING","0.53","151","698","93.56","3"
"LCKM","2026-05-05","126","-5.263157894736842","AVOID","NORMAL DOWNTREND","WEAKENING","0.36","151","698","24.82","3"
"BSBK","2026-05-05","62","3.3333333333333335","AVOID","NORMAL DOWNTREND","LAGGING","0.28","152","696","27.59","3"
"IPOL","2026-05-05","124","-3.125","HOLD","SIDEWAYS","LAGGING","0.95","152","696","27.34","3.03"
"PJAA","2026-05-05","498","0.4032258064516129","AVOID","NORMAL DOWNTREND","LAGGING","0.04","152","696","28.41","3.01"
"MANG","2026-05-05","54","3.8461538461538463","AVOID","NORMAL UPTREND","WEAKENING","0.45","153","694","37.97","3"
"CAMP","2026-05-05","199","-0.5","AVOID","SIDEWAYS","WEAKENING","0.78","154","692","7.21","3"
"BREN","2026-05-05","4730","2.8260869565217392","AVOID","NORMAL DOWNTREND","IMPROVING","0.73","181","688","21.03","3"
"SLIS","2026-05-05","86","2.380952380952381","HOLD","SIDEWAYS","LAGGING","3.16","166","688","19.28","3"
"NICE","2026-05-05","320","0.628930817610063","HOLD","NORMAL UPTREND","LAGGING","0.66","158","684","7.01","3.07"
"MENN","2026-05-05","53","0","AVOID","NORMAL UPTREND","LEADING","0","209","682","20","3"
"YUPI","2026-05-05","1525","-0.974025974025974","HOLD","NORMAL DOWNTREND","LAGGING","0.4","160","680","4.18","4.43"
"AMAR","2026-05-05","199","0.5050505050505051","AVOID","SIDEWAYS","LEADING","0.33","210","680","15.22","3.03"
"HAIS","2026-05-05","189","-2.072538860103627","AVOID","NORMAL DOWNTREND","LAGGING","1.5","161","678","19.26","3.02"
"MTPS","2026-05-05","81","0","HOLD","SIDEWAYS","LEADING","0","211","678","29.09","3"
"TLKM","2026-05-05","2880","-0.34602076124567477","AVOID","NORMAL DOWNTREND","LAGGING","0.68","162","676","23.51","2.99"
"INDF","2026-05-05","6950","0","AVOID","SIDEWAYS","LAGGING","0.63","162","676","8.39","3"
"KPIG","2026-05-05","112","0","AVOID","SIDEWAYS","LAGGING","0.19","162","676","5.71","3.38"
"KDSI","2026-05-05","456","3.6363636363636362","HOLD","SIDEWAYS","LAGGING","1.03","162","676","4.33","3.9"
"SNLK","2026-05-05","230","0.8771929824561403","AVOID","NORMAL DOWNTREND","LAGGING","1.07","162","676","3.38","10.07"
"SKLT","2026-05-05","222","0","AVOID","SIDEWAYS","LAGGING","1.59","166","668","42.59","3"
"SGRO","2026-05-05","4280","0.9433962264150944","AVOID","NORMAL DOWNTREND","LAGGING","0.88","167","666","37.58","3"
"BIMA","2026-05-05","82","0","HOLD","SIDEWAYS","LEADING","0","218","664","55.17","3.02"
"CSRA","2026-05-05","910","-2.1505376344086025","AVOID","SIDEWAYS","LAGGING","0.63","169","662","12.71","3"
"CCSI","2026-05-05","268","-1.4705882352941175","HOLD","NORMAL DOWNTREND","WEAKENING","0.9","172","656","4","4.29"
"TRGU","2026-05-05","186","0.5405405405405406","AVOID","SIDEWAYS","LEADING","1.28","223","654","12.23","3.04"
"JECC","2026-05-05","900","-1.639344262295082","AVOID","SIDEWAYS","LAGGING","0.44","173","654","22.91","3"
"INTA","2026-05-05","76","0","HOLD","SIDEWAYS","LAGGING","0.29","174","652","20.45","3"
"GLVA","2026-05-05","340","1.1904761904761905","AVOID","SIDEWAYS","LAGGING","0.5","176","648","33.33","3.01"
"MDKI","2026-05-05","192","0","AVOID","SIDEWAYS","LAGGING","0.27","179","642","11.39","3.04"
"GLOB","2026-05-05","155","0","HOLD","NORMAL UPTREND","LEADING","0","232","636","10.53","7.83"
"GRIA","2026-05-05","100","0","AVOID","NORMAL DOWNTREND","WEAKENING","1.35","187","626","47.3","3"
"ITIC","2026-05-05","256","0","AVOID","SIDEWAYS","LAGGING","0.45","187","626","31.65","3.01"
"DPNS","2026-05-05","310","0","AVOID","SIDEWAYS","LEADING","0","238","624","22.52","2.99"
"MCAS","2026-05-05","334","1.2121212121212122","AVOID","NORMAL DOWNTREND","IMPROVING","0.3","215","620","25.76","3"
"LPGI","2026-05-05","700","0","HOLD","SIDEWAYS","LAGGING","1.3","195","610","47.27","7.64"
"PTSN","2026-05-05","308","0","AVOID","SIDEWAYS","LEADING","0.53","245","610","56.33","3"
"DSSA","2026-05-05","1485","-2.622950819672131","AVOID","NORMAL DOWNTREND","LAGGING","1.13","201","598","12.07","3"
"PPRI","2026-05-05","183","1.6666666666666667","HOLD","SIDEWAYS","LAGGING","0.18","207","586","76.27","2.99"
"CHIP","2026-05-05","1020","0.49261083743842365","AVOID","NORMAL DOWNTREND","LAGGING","1.09","209","582","15.67","2.46"
"BYAN","2026-05-05","11175","-2.1881838074398248","AVOID","NORMAL DOWNTREND","LAGGING","0.33","214","572","1.78","2.54"
"MTFN","2026-05-05","23","4.545454545454546","AVOID","SIDEWAYS","LAGGING","0.29","218","564","50","3"
"BINA","2026-05-05","4070","0.24630541871921183","AVOID","NORMAL DOWNTREND","LAGGING","0.33","221","558","6.22","3.21"
"MARI","2026-05-05","30","0","AVOID","SIDEWAYS","LAGGING","0.14","225","550","50","3"
"GOLD","2026-05-05","280","-1.4084507042253522","AVOID","SIDEWAYS","WEAKENING","9.07","239","542","12.5","3"
"MLPT","2026-05-05","20425","-3.084223013048636","AVOID","NORMAL DOWNTREND","LAGGING","0.52","231","538","72.73","3"
"SURI","2026-05-05","76","-2.564102564102564","HOLD","NORMAL DOWNTREND","WEAKENING","0.26","232","536","38.41","3.02"
"MKTR","2026-05-05","125","-0.7936507936507936","AVOID","SIDEWAYS","LAGGING","0.18","245","510","39.31","3"
"PNSE","2026-05-05","610","-3.937007874015748","AVOID","NORMAL DOWNTREND","LAGGING","0.05","245","510","29.38","3"
"BPFI","2026-05-05","268","0","HOLD","NORMAL DOWNTREND","LAGGING","0.56","246","508","31.84","3"
"SPTO","2026-05-05","610","0.8264462809917356","AVOID","NORMAL DOWNTREND","LAGGING","1.68","253","494","8.03","3"
"WMUU","2026-05-05","72","2.857142857142857","AVOID","NORMAL UPTREND","WEAKENING","0.26","256","488","46.67","3"
"SICO","2026-05-05","128","3.225806451612903","AVOID","SIDEWAYS","LEADING","5.88","316","488","34.81","3"
"KIAS","2026-05-05","21","0","HOLD","SIDEWAYS","LEADING","0","307","486","10.53","3"
"PRIM","2026-05-05","79","-1.25","AVOID","SIDEWAYS","WEAKENING","0.31","257","486","40","3"
"MDLN","2026-05-05","55","0","AVOID","NORMAL DOWNTREND","WEAKENING","0.59","267","466","19.67","3"
"MKPI","2026-05-05","21850","-1.3544018058690745","AVOID","NORMAL DOWNTREND","LAGGING","0.96","273","454","11.73","3"
"SWAT","2026-05-05","16","0","AVOID","SIDEWAYS","LEADING","0","329","442","32.14","3"
"VTNY","2026-05-05","71","0","HOLD","SIDEWAYS","WEAKENING","0.97","286","428","10.84","3"
"NFCX","2026-05-05","1745","-1.4124293785310735","AVOID","SIDEWAYS","WEAKENING","0.31","288","424","13.85","3"
"TGRA","2026-05-05","27","0","AVOID","SIDEWAYS","LEADING","0","343","414","13.89","3"
"TGUK","2026-05-05","137","0","HOLD","NORMAL UPTREND","LEADING","0","347","406","64.96","3"
"PMMP","2026-05-05","50","0","AVOID","SIDEWAYS","LEADING","0","364","372","16.95","3"
"SQMI","2026-05-05","52","-1.8867924528301887","AVOID","NORMAL UPTREND","LAGGING","1.1","323","354","16.67","3"
"PTMR","2026-05-05","374","0","HOLD","NORMAL UPTREND","LEADING","0","385","330","9.09","3"
"ALTO","2026-05-05","18","0","AVOID","SIDEWAYS","LEADING","0","385","330","27.27","3"
"MTMH","2026-05-05","960","-3.0303030303030303","AVOID","NORMAL DOWNTREND","LAGGING","0.06","336","328","5.71","2.6"
"HITS","2026-05-05","116","0","AVOID","SIDEWAYS","LEADING","0","431","238","24.18","3.02"
"WIKA","2026-05-05","204","0","AVOID","NORMAL DOWNTREND","LEADING","0","447","206","15.2","4.63"
"ZBRA","2026-05-05","50","0","AVOID","SIDEWAYS","LEADING","0","459","182","14.08","5.7"
"PLIN","2026-05-05","2510","0","AVOID","SIDEWAYS","LEADING","0","480","140","12.63","3"
"BEBS","2026-05-05","5","0","AVOID","SIDEWAYS","LEADING","0","481","138","33.33","2"
"MYTX","2026-05-05","63","8.620689655172415","HOLD","NORMAL UPTREND","LEADING","0.33","483","134","45.95","3"
"FIMP","2026-05-05","69","0","AVOID","NORMAL DOWNTREND","LEADING","0","494","112","8.89","2.5"
"SUPR","2026-05-05","43850","0","AVOID","NORMAL UPTREND","LEADING","0","","100","",""
"FASW","2026-05-05","5275","0","AVOID","SIDEWAYS","LEADING","0","","100","",""
"WICO","2026-05-05","123","0","AVOID","NORMAL UPTREND","LEADING","0","","100","",""
"TELE","2026-05-05","9","0","HOLD","SIDEWAYS","LEADING","0","","100","",""
"TOPS","2026-05-05","1","0","AVOID","SIDEWAYS","LEADING","0","","100","",""
"MKNT","2026-05-05","1","0","AVOID","SIDEWAYS","LEADING","0","","100","",""
"MTSM","2026-05-05","500","0","HOLD","SIDEWAYS","LEADING","0","510","80","90.07","3"
"LMSH","2026-05-05","256","0","AVOID","SIDEWAYS","LEADING","0","510","80","10.5","2.98"
"RSGK","2026-05-05","1300","-5.454545454545454","AVOID","NORMAL UPTREND","WEAKENING","0.15","476","48","16.22","3"
"MFMI","2026-05-05","1300","0","HOLD","SIDEWAYS","LEADING","0","557","-14","20.91","3"
"ALMI","2026-05-05","74","0","AVOID","SIDEWAYS","LEADING","0","564","-28","17.33","9.15"
"PTDU","2026-05-05","70","0","AVOID","SIDEWAYS","LEADING","0","564","-28","54.55","3"
"SMCB","2026-05-05","775","0","HOLD","SIDEWAYS","LEADING","0","572","-44","8.57","3"
"SFAN","2026-05-05","1960","0.5128205128205128","HOLD","NORMAL UPTREND","LEADING","1.06","608","-116","1.37","9.2"
"PPRO","2026-05-05","20","-4.761904761904762","AVOID","NORMAL UPTREND","LAGGING","1.17","573","-146","41.67","3"
"IPPE","2026-05-05","14","0","HOLD","SIDEWAYS","LEADING","0","634","-168","16.67","3"
"INAF","2026-05-05","126","0","AVOID","SIDEWAYS","LEADING","0","713","-326","13.76","2.98"
