"Ticker","Date","LatestAvailableDate","HistoryBars","HistoryQuality","Price","ChangePct","Signal","ActiveSignals","SignalGroup","ActiveSignal","SniperLocation","LastActiveSignals","LastActiveDate","LastSniperLocation","SignalAgeLabel","AgeDays","Trend","TrendShort","TrendMedium","TrendLong","Structure","Regime","RisenScore","RisenInsideRolling","RisenRecentUpBreak","RisenVolSurge","Quadrant","AlphaStatus","RVol","VolPower","VolRegime","XRayBuyPowerPct","XRaySellPowerPct","RSI","ADX","PlusDI","MinusDI","EMA21","EMA50","EMA200","Volume","VolumeSMA20","Score","LogicNotes","Strategy","PortfolioCapital","Buy1","Buy2","Buy3","Buy4","Weight1","Weight2","Weight3","Weight4","Lot1","Lot2","Lot3","Lot4","TotalLots","TotalDeployed","CashLeft","AvgEntry","TheoreticalAvgEntry","StopLoss","TP1","TP2","TP2Fib","RiskBuy1Pct","RiskAvgPct","UpsideBuy1Pct","UpsideAvgPct","RewardRiskBuy1","RewardRiskAvg"
"IPTV","2026-05-26","2026-05-26","560","FULL","38","0","HOLD","-","passive","FALSE","","SMART SNIPER","2026-04-16","Structure + Discount","40d","40","UPTREND","BEARISH","BEARISH","BEARISH","UPTREND DISCOUNT","SIDEWAYS","25","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.55","0.55","DRY / QUIET","100","0","40.56","19.16","26.65","39.66","40.64","42.11","41.04","3376400","6121215","920","Supertrend bullish | RSI 40.6 lemah | Volume 0.55x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","43","41","40","39","0.1","0.2","0.3","0.4","2325","4878","7500","10256","24959","99995700","4300","40.06","40.06","38","51","71","71","11.63","5.15","65.12","77.22","5.6","14.99"
"JGLE","2026-05-26","2026-05-26","560","FULL","70","0","AVOID","-","passive","FALSE","","SMART GAMMA","2026-04-16","","40d","40","DOWNTREND","BEARISH","BULLISH","BULLISH","DOWNTREND PREMIUM","NORMAL UPTREND","15.57","TRUE","TRUE","FALSE","LAGGING","LAGGARD (Passive)","1.23","1.23","EXPANSION","33.33","66.67","46.04","15.88","35.63","34.6","75.12","69.16","45.67","147300500","119986940","920","Supertrend bearish | RSI 46.0 lemah | Volume valid 1.23x | Lolos anti-crash ADX | RISEN NORMAL UPTREND","Full Grid (1-2-3-4)","100000000","70","52","47","41","0.1","0.2","0.3","0.4","1428","3846","6382","9756","21412","99990200","9800","46.7","46.7","32","127","184","184","54.29","31.47","162.86","294.02","3","9.34"
"KAQI","2026-05-26","2026-05-26","283","FULL","93","-6.0606060606060606","AVOID","-","passive","FALSE","","SMART GAMMA","2026-04-16","","40d","40","DOWNTREND","BEARISH","BEARISH","BULLISH","STRUCTURE + DISCOUNT","NORMAL UPTREND","30","TRUE","TRUE","FALSE","LAGGING","LAGGARD (Passive)","0.18","0.18","DRY / QUIET","10","90","40.77","17.62","17.65","19.58","106.51","104.07","87.38","32010500","174436630","920","Supertrend bearish | RSI 40.8 lemah | Volume 0.18x | Lolos anti-crash ADX | RISEN NORMAL UPTREND","Full Grid (1-2-3-4)","100000000","125","102","96","88","0.1","0.2","0.3","0.4","800","1960","3125","4545","10430","99988000","12000","95.87","95.87","76","199","272","272","39.2","20.72","117.6","183.73","3","8.87"
"LABA","2026-05-26","2026-05-26","560","FULL","94","-4.081632653061225","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-16","Discount Only","40d","40","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","25","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.16","0.16","DRY / QUIET","11.11","88.89","34.07","23.4","20.11","19.71","112.55","121.48","179.41","5055500","32267205","920","Supertrend bearish | RSI 34.1 lemah | Volume 0.16x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","157","129","122","112","0.1","0.2","0.3","0.4","636","1550","2459","3571","8216","99975200","24800","121.68","121.69","98","246","334","334","37.58","19.46","112.74","174.48","3","8.96"
"LEAD","2026-05-26","2026-05-26","560","FULL","101","-4.716981132075472","AVOID","-","passive","FALSE","","SMART GAMMA","2026-04-16","","40d","40","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","59.05","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.45","0.45","DRY / QUIET","0","100","33.69","23.86","13.53","27.15","120.28","132.22","123.17","9657000","21609335","920","Supertrend bearish | RSI 33.7 lemah | Volume 0.45x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","168","137","129","118","0.1","0.2","0.3","0.4","595","1459","2325","3389","7768","99967000","33000","128.69","128.69","102","268","366","366","39.29","20.74","117.86","184.4","3","8.89"
"MSIE","2026-05-26","2026-05-26","560","FULL","148","0","HOLD","-","passive","FALSE","","SMART GAMMA","2026-04-16","","40d","40","UPTREND","BULLISH","BULLISH","BULLISH","UPTREND PREMIUM","NORMAL UPTREND","65","TRUE","TRUE","FALSE","WEAKENING","WEAKENING (Passive)","0","0","NO VOLUME","50","50","90.13","73.58","68.55","4.96","128.35","98.6","62.01","0","7771200","920","Supertrend bullish | RSI 90.1 > 50 | Volume 0x | Lolos anti-crash ADX | RISEN NORMAL UPTREND","Full Grid (1-2-3-4)","100000000","55","47","45","42","0.1","0.2","0.3","0.4","1818","4255","6666","9523","22262","99991100","8900","44.92","44.92","38","81","106","106","30.91","15.4","92.73","136","3","8.83"
"SMKM","2026-05-26","2026-05-26","560","FULL","83","-3.488372093023256","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-16","Discount Only","40d","40","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","95.01","TRUE","FALSE","FALSE","WEAKENING","WEAKENING (Passive)","1.01","1.01","NORMAL","33.33","66.67","35.87","11.28","15.04","22.1","90.5","99.09","116.15","4054100","4006670","920","Supertrend bearish | RSI 35.9 lemah | Volume 1.01x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","107","91","87","81","0.1","0.2","0.3","0.4","934","2197","3448","4938","11517","99981900","18100","86.81","86.81","72","160","238","238","32.71","17.06","122.43","174.15","3.74","10.21"
"SOTS","2026-05-26","2026-05-26","560","FULL","780","0","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-16","Discount Only","40d","40","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","92.5","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.37","0.37","DRY / QUIET","35.29","64.71","39.1","10.69","20.15","20.96","904.75","1114.61","1135.85","412400","1111805","920","Supertrend bearish | RSI 39.1 lemah | Volume 0.37x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","1215","935","870","775","0.1","0.2","0.3","0.4","82","213","344","516","1155","99796500","203500","864.04","864.18","620","2110","3000","3000","48.97","28.24","146.91","247.21","3","8.75"
"WMPP","2026-05-26","2026-05-26","560","FULL","36","9.090909090909092","HOLD","-","passive","FALSE","","SMART GAMMA","2026-04-16","","40d","40","UPTREND","BEARISH","BULLISH","BULLISH","UPTREND PREMIUM","NORMAL UPTREND","8.78","TRUE","TRUE","FALSE","LAGGING","LAGGARD (Passive)","1.79","1.79","EXPANSION","100","0","46.66","29.66","34.13","44.55","37.86","34.68","22.02","58201500","32569620","920","Supertrend bullish | RSI 46.7 lemah | Volume valid 1.79x | Lolos anti-crash ADX | RISEN NORMAL UPTREND","Full Grid (1-2-3-4)","100000000","48","29","25","18","0.1","0.2","0.3","0.4","2083","6896","12000","22222","43201","99996400","3600","23.15","23.15","10","105","162","162","79.17","56.8","237.5","599.88","3","10.56"
"ASLC","2026-05-26","2026-05-26","560","FULL","67","-2.898550724637681","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-15","Structure + Discount","41d","41","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","44.78","TRUE","FALSE","FALSE","WEAKENING","WEAKENING (Passive)","0.6","0.6","DRY / QUIET","20","80","34.05","13.14","11.74","21.24","72.89","76.01","81.06","8203900","13671505","918","Supertrend bearish | RSI 34.0 lemah | Volume 0.6x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","82","76","75","73","0.1","0.2","0.3","0.4","1219","2631","4000","5479","13329","99988100","11900","75.02","75.02","69","102","121","121","15.85","8.02","47.56","61.3","3","7.64"
"BIKE","2026-05-26","2026-05-26","560","FULL","510","0","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-04-15","","41d","41","DOWNTREND","NEUTRAL","BULLISH","BEARISH","DOWNTREND DISCOUNT","SIDEWAYS","0","FALSE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0","0","NO VOLUME","50","50","50.73","26.34","31.84","19.76","510.3","508.42","606.61","0","125790","918","Supertrend bearish | RSI 50.7 > 50 | Volume 0x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","995","890","865","830","0.1","0.2","0.3","0.4","100","224","346","481","1151","99738000","262000","866.53","866.57","775","1325","1655","1655","22.11","10.56","66.33","90.99","3","8.61"
"INCF","2026-05-26","2026-05-26","560","FULL","50","0","AVOID","-","passive","FALSE","","BETA BREAKOUT","2026-04-15","","41d","41","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","SIDEWAYS","71.73","TRUE","TRUE","FALSE","LAGGING","LAGGARD (Passive)","0.05","0.05","DRY / QUIET","50","50","35.48","17.08","17.95","20.96","54.69","57.66","53.24","1324300","25739215","918","Supertrend bearish | RSI 35.5 lemah | Volume 0.05x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","64","58","56","54","0.1","0.2","0.3","0.4","1562","3448","5357","7407","17774","99992200","7800","56.26","56.26","50","85","106","106","21.88","11.12","65.63","88.42","3","7.95"
"KRYA","2026-05-26","2026-05-26","560","FULL","63","-3.076923076923077","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-15","Structure + Discount","41d","41","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","25","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.32","0.32","DRY / QUIET","9.09","90.91","41.92","27.1","25.44","16.67","69.63","75.84","115.89","72100200","227952200","918","Supertrend bearish | RSI 41.9 lemah | Volume 0.32x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","67","61","60","58","0.1","0.2","0.3","0.4","1492","3278","5000","6896","16666","99989000","11000","60","60","54","87","106","106","19.4","9.99","58.21","76.68","3","7.67"
"LPPS","2026-05-26","2026-05-26","560","FULL","69","-4.166666666666666","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-15","Structure + Discount","41d","41","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","25","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.58","0.58","DRY / QUIET","33.33","66.67","27.44","18.5","17.51","20.77","80.17","84.93","92.28","1735000","2988525","918","Supertrend bearish | RSI 27.4 lemah | Volume 0.58x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","93","83","81","77","0.1","0.2","0.3","0.4","1075","2409","3703","5194","12381","99980300","19700","80.75","80.75","72","125","156","156","22.58","10.84","67.74","93.18","3","8.6"
"MPXL","2026-05-26","2026-05-26","560","FULL","156","1.9607843137254901","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-15","Discount Only","41d","41","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","25","TRUE","FALSE","FALSE","WEAKENING","WEAKENING (Passive)","0.1","0.1","DRY / QUIET","42.86","57.14","44.34","18.41","23.27","25.08","164.58","165.19","167.48","520000","5297140","918","Supertrend bearish | RSI 44.3 lemah | Volume 0.1x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","168","150","145","139","0.1","0.2","0.3","0.4","595","1333","2068","2877","6873","99967300","32700","145.45","145.45","129","226","286","286","23.21","11.31","70.24","96.63","3.03","8.54"
"NELY","2026-05-26","2026-05-26","560","FULL","250","-3.10077519379845","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-04-15","","41d","41","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","51.27","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.32","0.32","DRY / QUIET","0","100","25.1","42.49","10.68","34.93","290.11","323.37","367.93","173500","543210","918","Supertrend bearish | RSI 25.1 lemah | Volume 0.32x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","428","392","384","372","0.1","0.2","0.3","0.4","233","510","781","1075","2599","99944800","55200","384.55","384.56","354","540","650","650","17.29","7.94","51.87","69.03","3","8.69"
"NSSS","2026-05-26","2026-05-26","560","FULL","460","-6.122448979591836","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-15","Structure + Discount","41d","41","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","57.77","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.27","0.27","DRY / QUIET","10","90","20.79","29.16","12.23","35.44","684.77","801.07","746.6","4655200","16928805","918","Supertrend bearish | RSI 20.8 lemah | Volume 0.27x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","900","860","850","835","0.1","0.2","0.3","0.4","111","232","352","479","1174","99858500","141500","850.58","850.59","800","1050","1285","1285","11.11","5.95","42.78","51.07","3.85","8.59"
"NTBK","2026-05-26","2026-05-26","560","FULL","77","-3.75","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-15","Discount Only","41d","41","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","34.34","TRUE","TRUE","FALSE","LAGGING","LAGGARD (Passive)","0.24","0.24","DRY / QUIET","0","100","40.21","38.55","23.76","19.63","87.84","86.9","88.09","26259400","108701890","918","Supertrend bearish | RSI 40.2 lemah | Volume 0.24x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","85","72","68","64","0.1","0.2","0.3","0.4","1176","2777","4411","6250","14614","99985200","14800","68.42","68.42","57","127","137","137","32.94","16.69","61.18","100.24","1.86","6.01"
"POLY","2026-05-26","2026-05-26","560","FULL","32","0","AVOID","-","passive","FALSE","","G ACC","2026-02-24","","91d","91","DOWNTREND","BEARISH","BEARISH","BULLISH","DOWNTREND DISCOUNT","SIDEWAYS","0","FALSE","FALSE","FALSE","LEADING","LEADING (Passive)","0","0","NO VOLUME","50","50","42.01","16.19","27.74","38.62","32.2","33.36","31.03","0","0","918","Supertrend bearish | RSI 42.0 lemah | Volume NaNx | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","56","42","39","34","0.1","0.2","0.3","0.4","1785","4761","7692","11764","26002","99988600","11400","38.45","38.45","27","100","143","143","51.79","29.79","155.36","271.87","3","9.13"
"SPRE","2026-05-26","2026-05-26","452","FULL","74","2.7777777777777777","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-15","Discount Only","41d","41","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","79.64","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.33","0.33","DRY / QUIET","60","40","33.96","33.36","10.21","24.66","83.04","99.52","133.98","1194600","3603580","918","Supertrend bearish | RSI 34.0 lemah | Volume 0.33x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","103","90","87","83","0.1","0.2","0.3","0.4","970","2222","3448","4819","11459","99984300","15700","87.25","87.26","75","145","187","187","27.18","14.04","81.55","114.32","3","8.14"
"TCID","2026-05-26","2026-05-26","560","FULL","2780","-3.8062283737024223","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-15","Structure + Discount","41d","41","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","100","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.01","0.01","DRY / QUIET","8.33","91.67","44.29","14.53","15.28","17.15","2849.49","2865.59","2833.02","700","106790","918","Supertrend bearish | RSI 44.3 lemah | Volume 0.01x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","2970","2740","2680","2600","0.1","0.2","0.3","0.4","33","72","111","153","369","99057000","943000","2684.47","2684.93","2480","3710","4440","4440","16.5","7.62","49.49","65.4","3","8.59"
"VICI","2026-05-26","2026-05-26","560","FULL","535","-0.9259259259259258","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-15","Structure + Discount","41d","41","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","84.45","TRUE","FALSE","FALSE","WEAKENING","WEAKENING (Passive)","0.28","0.28","DRY / QUIET","25","75","35.39","13.38","21.77","17.69","570.83","584.31","620.81","397100","1407455","918","Supertrend bearish | RSI 35.4 lemah | Volume 0.28x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","630","565","550","530","0.1","0.2","0.3","0.4","158","353","545","754","1810","99835500","164500","551.58","551.61","492","835","1045","1045","21.9","10.8","65.87","89.46","3.01","8.28"
"ALDO","2026-05-26","2026-05-26","560","FULL","685","-0.7246376811594203","HOLD","-","passive","FALSE","","SMART GAMMA","2026-04-14","","42d","42","UPTREND","BULLISH","BULLISH","BULLISH","UPTREND PREMIUM","NORMAL UPTREND","59.15","TRUE","TRUE","FALSE","WEAKENING","WEAKENING (Passive)","0.11","0.11","DRY / QUIET","100","0","61.34","26.16","16.39","14.37","653.26","619.75","578.04","26400","229850","916","Supertrend bullish | RSI 61.3 > 50 | Volume 0.11x | Lolos anti-crash ADX | RISEN NORMAL UPTREND","Full Grid (1-2-3-4)","100000000","595","560","550","535","0.1","0.2","0.3","0.4","168","357","545","747","1817","99927500","72500","549.96","549.96","515","715","835","835","13.45","6.36","40.34","51.83","3","8.15"
"BOAT","2026-05-26","2026-05-26","359","FULL","116","1.7543859649122806","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-14","Discount Only","42d","42","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","64.06","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.27","0.27","DRY / QUIET","80","20","33.26","18.87","9.33","24.09","130.93","142.11","149.7","730800","2709215","916","Supertrend bearish | RSI 33.3 lemah | Volume 0.27x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","158","141","136","130","0.1","0.2","0.3","0.4","632","1418","2205","3076","7331","99955400","44600","136.35","136.35","121","214","220","220","23.42","11.26","39.24","61.35","1.68","5.45"
"BUKK","2026-05-26","2026-05-26","560","FULL","810","1.8867924528301887","AVOID","-","passive","FALSE","","V-SHAPE","2026-04-14","","42d","42","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","31.57","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","1.31","1.31","EXPANSION","14.29","85.71","23.34","24.17","8.7","28.94","1064.21","1227.62","1272.05","117100","89460","916","Supertrend bearish | RSI 23.3 lemah | Volume valid 1.31x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","1315","1240","1220","1195","0.1","0.2","0.3","0.4","76","161","245","334","816","99761000","239000","1222.56","1222.55","1135","1675","2060","2060","13.69","7.16","56.65","68.5","4.14","9.56"
"CASH","2026-05-26","2026-05-26","560","FULL","202","-3.8095238095238098","AVOID","-","passive","FALSE","","BETA BREAKOUT","2026-04-14","","42d","42","DOWNTREND","BEARISH","BULLISH","BULLISH","DEMAND STRUCTURE","NORMAL UPTREND","25","TRUE","TRUE","FALSE","WEAKENING","WEAKENING (Passive)","0.4","0.4","DRY / QUIET","0","100","46.53","30.85","22.65","19.25","215.39","201.53","147.27","2732300","6767935","916","Supertrend bearish | RSI 46.5 lemah | Volume 0.4x | Lolos anti-crash ADX | RISEN NORMAL UPTREND","Full Grid (1-2-3-4)","100000000","190","170","165","159","0.1","0.2","0.3","0.4","526","1176","1818","2515","6035","99971500","28500","165.65","165.65","147","254","320","320","22.63","11.26","68.42","93.18","3.02","8.27"
"ELTY","2026-05-26","2026-05-26","560","FULL","32","-5.88235294117647","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-04-14","","42d","42","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","52.83","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.9","0.9","NORMAL","0","100","33.12","15.68","28.89","42.52","37.76","40.57","35.52","131021800","145304430","916","Supertrend bearish | RSI 33.1 lemah | Volume 0.9x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","69","46","40","32","0.1","0.2","0.3","0.4","1449","4347","7500","12500","25796","99994300","5700","38.76","38.76","21","141","214","214","69.57","45.83","210.14","452.07","3.02","9.86"
"FITT","2026-05-26","2026-05-26","560","FULL","362","-3.2085561497326207","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-14","Discount Only","42d","42","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","69.79","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.55","0.55","DRY / QUIET","46.15","53.85","42.5","16.53","29.7","20.1","396.6","439.49","509.83","1171200","2126080","916","Supertrend bearish | RSI 42.5 lemah | Volume 0.55x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","464","346","316","276","0.1","0.2","0.3","0.4","215","578","949","1449","3191","99955600","44400","313.24","313.26","212","840","1220","1220","54.31","32.32","162.93","289.47","3","8.96"
"GIAA","2026-05-26","2026-05-26","560","FULL","58","-1.694915254237288","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-04-14","","42d","42","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","46.04","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.54","0.54","DRY / QUIET","25","75","30.64","20.68","17.03","26.87","63.39","69.51","78.15","42992700","79756415","916","Supertrend bearish | RSI 30.6 lemah | Volume 0.54x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","116","91","85","77","0.1","0.2","0.3","0.4","862","2197","3529","5194","11782","99982200","17800","84.86","84.86","65","193","270","270","43.97","23.4","132.76","218.17","3.02","9.32"
"INET","2026-05-26","2026-05-26","560","FULL","214","-4.464285714285714","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-14","Discount Only","42d","42","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","49.72","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.45","0.45","DRY / QUIET","0","100","29.1","23.57","14.78","34.89","270.17","304.25","341.22","89793100","197652410","916","Supertrend bearish | RSI 29.1 lemah | Volume 0.45x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","338","288","276","260","0.1","0.2","0.3","0.4","295","694","1086","1538","3613","99919800","80200","276.56","276.57","232","498","655","655","31.36","16.11","93.79","136.84","2.99","8.49"
"MGLV","2026-05-26","2026-05-26","560","FULL","7000","-0.3558718861209964","AVOID","-","passive","FALSE","","SMART GAMMA","2026-04-14","","42d","42","DOWNTREND","BEARISH","BULLISH","BULLISH","DEMAND STRUCTURE","NORMAL UPTREND","25.61","TRUE","TRUE","FALSE","WEAKENING","WEAKENING (Passive)","0.41","0.41","DRY / QUIET","88.24","11.76","47.72","24.25","20.13","23.68","7272.32","6337.34","3422.66","114900","283450","916","Supertrend bearish | RSI 47.7 lemah | Volume 0.41x | Lolos anti-crash ADX | RISEN NORMAL UPTREND","Full Grid (1-2-3-4)","100000000","6500","4870","4480","3930","0.1","0.2","0.3","0.4","15","41","66","101","223","98978000","1022000","4438.48","4440.54","3170","11500","16500","16500","51.23","28.58","153.85","271.75","3","9.51"
"PICO","2026-05-26","2026-05-26","560","FULL","140","2.18978102189781","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-14","Structure + Discount","42d","42","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","36.88","TRUE","FALSE","FALSE","WEAKENING","WEAKENING (Passive)","0.12","0.12","DRY / QUIET","75","25","34.38","19.44","18.95","26.27","150.04","156.09","173.82","49700","427530","916","Supertrend bearish | RSI 34.4 lemah | Volume 0.12x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","169","148","143","136","0.1","0.2","0.3","0.4","591","1351","2097","2941","6980","99967400","32600","143.22","143.22","125","236","302","302","26.04","12.72","78.7","110.86","3.02","8.71"
"PURI","2026-05-26","2026-05-26","560","FULL","135","-2.1739130434782608","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-14","Structure + Discount","42d","42","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","50.06","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.19","0.19","DRY / QUIET","15.38","84.62","32.36","21.06","23.76","18.73","152.1","167.4","224.61","320500","1681020","916","Supertrend bearish | RSI 32.4 lemah | Volume 0.19x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","190","158","150","139","0.1","0.2","0.3","0.4","526","1265","2000","2877","6668","99971300","28700","149.93","149.93","122","292","394","394","35.79","18.63","107.37","162.79","3","8.74"
"REAL","2026-05-26","2026-05-26","560","FULL","50","0","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-14","Structure + Discount","42d","42","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","94.43","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.02","0.02","DRY / QUIET","50","50","36.29","24.16","19.8","14.15","52.6","54.89","56.24","752400","47973280","916","Supertrend bearish | RSI 36.3 lemah | Volume 0.02x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","55","53","52","51","0.1","0.2","0.3","0.4","1818","3773","5769","7843","19203","99994000","6000","52.07","52.07","49","74","85","85","10.91","5.9","54.55","63.24","5","10.72"
