"Ticker","Date","LatestAvailableDate","HistoryBars","HistoryQuality","Price","ChangePct","Signal","ActiveSignals","SignalGroup","ActiveSignal","SniperLocation","LastActiveSignals","LastActiveDate","LastSniperLocation","SignalAgeLabel","AgeDays","Trend","TrendShort","TrendMedium","TrendLong","Structure","Regime","RisenScore","RisenInsideRolling","RisenRecentUpBreak","RisenVolSurge","Quadrant","AlphaStatus","RVol","VolPower","VolRegime","XRayBuyPowerPct","XRaySellPowerPct","RSI","ADX","PlusDI","MinusDI","EMA21","EMA50","EMA200","Volume","VolumeSMA20","Score","LogicNotes","Strategy","PortfolioCapital","Buy1","Buy2","Buy3","Buy4","Weight1","Weight2","Weight3","Weight4","Lot1","Lot2","Lot3","Lot4","TotalLots","TotalDeployed","CashLeft","AvgEntry","TheoreticalAvgEntry","StopLoss","TP1","TP2","TP2Fib","RiskBuy1Pct","RiskAvgPct","UpsideBuy1Pct","UpsideAvgPct","RewardRiskBuy1","RewardRiskAvg"
"RELF","2026-05-29","2026-05-29","561","FULL","37","0","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-30","Discount Only","29d","29","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","29.37","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.68","0.68","DRY / QUIET","100","0","43.76","16.64","22.52","21.05","38.17","39.5","38.96","2937600","4327950","1042","Supertrend bearish | RSI 43.8 lemah | Volume 0.68x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","42","37","36","34","0.1","0.2","0.3","0.4","2380","5405","8333","11764","27882","99990900","9100","35.86","35.86","31","59","75","75","26.19","13.56","78.57","109.13","3","8.05"
"RONY","2026-05-29","2026-05-29","561","FULL","1240","0.4048582995951417","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-05-25","","4d","4","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","44.22","TRUE","FALSE","FALSE","IMPROVING","IMPROVING (Passive)","0.53","0.53","DRY / QUIET","57.69","42.31","40.07","21.28","30.24","14.72","1375.01","1719.42","2527.65","30600","58065","1042","Supertrend bearish | RSI 40.1 lemah | Volume 0.53x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","2590","2420","2370","2310","0.1","0.2","0.3","0.4","38","82","126","173","419","99511000","489000","2374.96","2375.31","2170","3270","3360","3360","16.22","8.63","29.73","41.48","1.83","4.81"
"YPAS","2026-05-29","2026-05-29","561","FULL","685","7.874015748031496","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-25","","4d","4","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL UPTREND","24.59","TRUE","TRUE","FALSE","IMPROVING","IMPROVING (Passive)","0.42","0.42","DRY / QUIET","86.67","13.33","34.22","22.85","21.91","27.44","926.09","1001.45","730.51","192400","461470","1042","Supertrend bearish | RSI 34.2 lemah | Volume 0.42x | Lolos anti-crash ADX | RISEN NORMAL UPTREND","Full Grid (1-2-3-4)","100000000","655","615","605","590","0.1","0.2","0.3","0.4","152","325","495","677","1649","99834000","166000","605.42","605.43","550","815","970","970","16.03","9.15","48.09","60.22","3","6.58"
"CLPI","2026-05-29","2026-05-29","561","FULL","1585","0","AVOID","-","passive","FALSE","","G ACC","2026-04-29","","30d","30","DOWNTREND","BEARISH","BEARISH","BULLISH","DEMAND STRUCTURE","SIDEWAYS","24.97","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.89","0.89","NORMAL","100","0","46.98","25.24","14.93","24.97","1594.32","1588.48","1466.67","122300","138015","1040","Supertrend bearish | RSI 47.0 lemah | Volume 0.89x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","1680","1595","1575","1545","0.1","0.2","0.3","0.4","59","125","190","258","632","99635500","364500","1576.51","1576.56","1505","1945","2210","2210","10.42","4.54","31.55","40.18","3.03","8.86"
"MREI","2026-05-29","2026-05-29","561","FULL","985","0","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-04-29","","30d","30","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","99.18","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.63","0.63","DRY / QUIET","100","0","40.92","27.24","10.56","19.69","1007.17","1029.12","1020.97","51400","81390","1040","Supertrend bearish | RSI 40.9 lemah | Volume 0.63x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","980","930","920","900","0.1","0.2","0.3","0.4","102","215","326","444","1087","99943000","57000","919.44","919.43","870","1145","1310","1310","11.22","5.38","33.67","42.48","3","7.9"
"ATIC","2026-05-29","2026-05-29","561","FULL","498","-0.4","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-04-28","","31d","31","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","60.52","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.15","0.15","DRY / QUIET","92.31","7.69","43.4","12.02","17.06","18.84","513.25","534.74","538.81","21200","137835","1038","Supertrend bearish | RSI 43.4 lemah | Volume 0.15x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","750","670","650","620","0.1","0.2","0.3","0.4","133","298","461","645","1537","99896000","104000","649.94","649.97","575","1015","1275","1275","23.33","11.53","70","96.17","3","8.34"
"BAPI","2026-05-29","2026-05-29","561","FULL","23","4.545454545454546","HOLD","-","passive","FALSE","","V-SHAPE","2026-04-28","","31d","31","UPTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","54.95","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.23","0.23","DRY / QUIET","100","0","43.23","38.92","19.14","46.88","23.78","26.64","26.43","1805800","7817990","1038","Supertrend bullish | RSI 43.2 lemah | Volume 0.23x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","30","28","27","26","0.1","0.2","0.3","0.4","3333","7142","11111","15384","36970","99994700","5300","27.05","27.05","25","38","45","45","16.67","7.57","50","66.37","3","8.77"
"BOGA","2026-05-29","2026-05-29","561","FULL","1340","4.6875","AVOID","-","passive","FALSE","","V-SHAPE","2026-04-28","","31d","31","DOWNTREND","BEARISH","BEARISH","BULLISH","DEMAND STRUCTURE","NORMAL DOWNTREND","20.66","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.03","0.03","DRY / QUIET","22.22","77.78","43.82","52.28","59.57","19.63","1365.15","1381.21","1115.1","36300","1404410","1038","Supertrend bearish | RSI 43.8 lemah | Volume 0.03x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","1445","1265","1220","1160","0.1","0.2","0.3","0.4","69","158","245","344","816","99751500","248500","1222.44","1222.44","1065","2020","2590","2590","26.3","12.88","79.24","111.87","3.01","8.69"
"GGRM","2026-05-29","2026-05-29","561","FULL","17000","7.936507936507936","HOLD","-","passive","FALSE","","BETA BREAKOUT","2026-04-28","","31d","31","UPTREND","BULLISH","BULLISH","BULLISH","UPTREND PREMIUM","NORMAL UPTREND","37.57","TRUE","TRUE","FALSE","LEADING","LEADING (Passive)","1.73","1.73","EXPANSION","100","0","61.9","34.88","32.54","12.64","16012.97","15565.28","14277.88","2597000","1497430","1038","Supertrend bullish | RSI 61.9 > 50 | Volume valid 1.73x | Lolos anti-crash ADX | RISEN NORMAL UPTREND","Full Grid (1-2-3-4)","100000000","16175","14875","14550","14100","0.1","0.2","0.3","0.4","6","13","20","28","67","97622500","2377500","14570.52","14574.05","13425","20300","24425","24425","17","7.86","51","67.63","3","8.6"
"AEGS","2026-05-29","2026-05-29","561","FULL","48","2.127659574468085","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-27","Structure + Discount","32d","32","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","56.94","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.33","0.33","DRY / QUIET","50","50","45.11","26.11","13.76","23.59","49.13","52.06","55.01","1285800","3890835","1036","Supertrend bearish | RSI 45.1 lemah | Volume 0.33x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","55","48","46","43","0.1","0.2","0.3","0.4","1818","4166","6521","9302","21807","99991000","9000","45.85","45.85","39","79","103","103","29.09","14.95","87.27","124.63","3","8.34"
"PART","2026-05-29","2026-05-29","451","FULL","98","2.083333333333333","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-05-22","","7d","7","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","39.22","TRUE","FALSE","FALSE","IMPROVING","IMPROVING (Passive)","0.46","0.46","DRY / QUIET","37.5","62.5","39.47","16.34","17.96","24.55","107.83","116.74","120.68","7503400","16201380","1036","Supertrend bearish | RSI 39.5 lemah | Volume 0.46x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","180","139","129","116","0.1","0.2","0.3","0.4","555","1438","2325","3448","7766","99967500","32500","128.72","128.73","96","306","432","432","46.67","25.42","140","235.6","3","9.27"
"RDTX","2026-05-29","2026-05-29","561","FULL","16675","-1.0385756676557862","HOLD","-","passive","FALSE","","BETA BREAKOUT","2026-04-27","","32d","32","UPTREND","BULLISH","BULLISH","BULLISH","UPTREND PREMIUM","SIDEWAYS","25","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.49","0.49","DRY / QUIET","0","100","57.5","13.76","43.62","35.39","15891.89","15900.58","14558.63","500","1025","1036","Supertrend bullish | RSI 57.5 > 50 | Volume 0.49x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","16575","14300","13750","12975","0.1","0.2","0.3","0.4","6","13","21","30","70","96335000","3665000","13762.14","13761.61","11925","23550","30525","30525","28.05","13.35","84.16","121.8","3","9.12"
"SOCI","2026-05-29","2026-05-29","561","FULL","398","5.851063829787234","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-05-22","","7d","7","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","65","TRUE","FALSE","FALSE","IMPROVING","IMPROVING (Passive)","0.82","0.82","NORMAL","61.11","38.89","40.36","18.59","17.68","26.24","436.11","471.26","399.07","12841500","15585300","1036","Supertrend bearish | RSI 40.4 lemah | Volume 0.82x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","492","440","426","408","0.1","0.2","0.3","0.4","203","454","704","980","2341","99938000","62000","426.9","426.91","374","670","845","845","23.98","12.39","71.75","97.94","2.99","7.9"
"ENAK","2026-05-29","2026-05-29","561","FULL","300","7.142857142857142","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-21","","8d","8","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","22.18","TRUE","FALSE","FALSE","IMPROVING","IMPROVING (Passive)","0.37","0.37","DRY / QUIET","100","0","41.38","27.4","25","17.6","324.66","369.01","530.83","212900","577885","1034","Supertrend bearish | RSI 41.4 lemah | Volume 0.37x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","322","286","278","266","0.1","0.2","0.3","0.4","310","699","1079","1503","3591","99949400","50600","278.33","278.34","242","442","486","486","24.84","13.05","50.93","74.61","2.05","5.72"
"BEEF","2026-05-29","2026-05-29","561","FULL","168","1.2048192771084338","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-20","","9d","9","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","60.64","TRUE","FALSE","FALSE","IMPROVING","IMPROVING (Passive)","0.57","0.57","DRY / QUIET","60","40","37.35","23.89","13.56","21.69","185.22","227.16","315.92","14934200","26356950","1032","Supertrend bearish | RSI 37.4 lemah | Volume 0.57x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","169","160","158","155","0.1","0.2","0.3","0.4","591","1250","1898","2580","6319","99966300","33700","158.2","158.2","147","202","212","212","13.02","7.08","25.44","34.01","1.95","4.8"
"CNKO","2026-05-29","2026-05-29","561","FULL","45","2.272727272727273","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-05-20","","9d","9","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","33.02","TRUE","FALSE","FALSE","IMPROVING","IMPROVING (Passive)","0.26","0.26","DRY / QUIET","100","0","38.95","23.61","21.98","38.69","49.27","54.48","59.07","5109800","19475325","1032","Supertrend bearish | RSI 39.0 lemah | Volume 0.26x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","67","62","60","58","0.1","0.2","0.3","0.4","1492","3225","5000","6896","16613","99988200","11800","60.19","60.19","55","85","103","103","17.91","8.62","53.73","71.13","3","8.25"
"JMAS","2026-05-29","2026-05-29","561","FULL","282","6.015037593984962","HOLD","-","passive","FALSE","","SMART GAMMA","2026-04-15","","44d","44","UPTREND","BULLISH","BULLISH","BULLISH","DEMAND STRUCTURE","NORMAL UPTREND","22.14","TRUE","TRUE","FALSE","LEADING","LEADING (Passive)","2.03","2.03","VOLUME SURGE","100","0","59.84","22.05","25.66","21.85","258.79","245.07","204.63","7616800","3747915","1032","Supertrend bullish | RSI 59.8 > 50 | Volume valid 2.03x | Lolos anti-crash ADX | RISEN NORMAL UPTREND","Full Grid (1-2-3-4)","100000000","270","226","214","200","0.1","0.2","0.3","0.4","370","884","1401","2000","4655","99949800","50200","214.71","214.72","178","408","545","545","34.07","17.1","101.85","153.82","2.99","9"
"SMMT","2026-05-29","2026-05-29","561","FULL","1920","6.3711911357340725","AVOID","-","passive","FALSE","","G ACC","2026-04-24","","35d","35","DOWNTREND","BEARISH","BULLISH","BULLISH","DOWNTREND","NORMAL UPTREND","25","TRUE","TRUE","FALSE","LEADING","LEADING (Passive)","0.17","0.17","DRY / QUIET","56.76","43.24","50.39","37.97","34.05","23.46","1927.06","1789.19","1426.34","133900","794690","1030","Supertrend bearish | RSI 50.4 > 50 | Volume 0.17x | Lolos anti-crash ADX | RISEN NORMAL UPTREND","Full Grid (1-2-3-4)","100000000","2160","1645","1525","1350","0.1","0.2","0.3","0.4","46","121","196","296","659","99690500","309500","1512.75","1513.1","1105","3740","5325","5325","48.84","26.95","146.53","252.01","3","9.35"
"HGII","2026-05-29","2026-05-29","323","FULL","132","0","AVOID","-","passive","FALSE","","V-SHAPE","2026-04-23","","36d","36","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","58.04","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.36","0.36","DRY / QUIET","100","0","41.15","16.3","14.3","18.52","134.77","138.97","152.2","519500","1426120","1028","Supertrend bearish | RSI 41.1 lemah | Volume 0.36x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","147","139","136","134","0.1","0.2","0.3","0.4","680","1438","2205","2985","7308","99971200","28800","136.8","136.8","129","174","202","202","12.24","5.7","37.41","47.66","3.06","8.36"
"ADCP","2026-05-29","2026-05-29","561","FULL","50","0","AVOID","-","passive","FALSE","","V-SHAPE","2026-04-22","","37d","37","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","100","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0","0","DRY / QUIET","50","50","43.91","53.38","30.18","8.34","50.41","51.31","53.16","78200","32211095","1026","Supertrend bearish | RSI 43.9 lemah | Volume 0x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","53","52","51","51","0.1","0.2","0.3","0.4","1886","3846","5882","7843","19457","99992500","7500","51.39","51.39","50","58","64","64","5.66","2.71","20.75","24.53","3.67","9.06"
"ATLA","2026-05-29","2026-05-29","500","FULL","50","0","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-04-22","","37d","37","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","SIDEWAYS","100","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.04","0.04","DRY / QUIET","50","50","40.75","28.27","21.01","12.35","51.1","52.4","57.09","3089200","83414700","1026","Supertrend bearish | RSI 40.8 lemah | Volume 0.04x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","53","52","51","51","0.1","0.2","0.3","0.4","1886","3846","5882","7843","19457","99992500","7500","51.39","51.39","50","58","61","61","5.66","2.71","15.09","18.7","2.67","6.9"
"MAXI","2026-05-29","2026-05-29","561","FULL","50","0","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-22","Structure + Discount","37d","37","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","80.05","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0","0","DRY / QUIET","50","50","45.72","27.13","30.33","20.19","50.67","51.07","52.12","125300","109013605","1026","Supertrend bearish | RSI 45.7 lemah | Volume 0x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","53","52","51","51","0.1","0.2","0.3","0.4","1886","3846","5882","7843","19457","99992500","7500","51.39","51.39","50","58","64","64","5.66","2.71","20.75","24.53","3.67","9.06"
"MCOR","2026-05-29","2026-05-29","561","FULL","69","0","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-22","Structure + Discount","37d","37","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","76.4","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.68","0.68","DRY / QUIET","50","50","47.48","10.38","12.72","12.41","69.24","70.38","72.11","3204700","4728275","1026","Supertrend bearish | RSI 47.5 lemah | Volume 0.68x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","73","70","69","68","0.1","0.2","0.3","0.4","1369","2857","4347","5882","14455","99984600","15400","69.17","69.17","67","82","91","91","8.22","3.14","24.66","31.56","3","10.06"
"RSGK","2026-05-29","2026-05-29","561","FULL","980","1.5544041450777202","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-07","","22d","22","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","SIDEWAYS","0","TRUE","FALSE","TRUE","IMPROVING","IMPROVING (Passive)","7.6","7.6","VOLUME SURGE","2.17","97.83","41.27","20.04","39.3","21.63","1084.11","1126.15","1060.23","236900","31165","1026","Supertrend bearish | RSI 41.3 lemah | Volume valid 7.6x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","1265","1110","1070","1015","0.1","0.2","0.3","0.4","79","180","280","394","933","99924500","75500","1071","1071.01","940","1755","2240","2240","25.69","12.23","77.08","109.15","3","8.92"
"BBLD","2026-05-29","2026-05-29","561","FULL","635","-5.223880597014925","AVOID","-","passive","FALSE","","V-SHAPE","2026-04-21","","38d","38","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","55.9","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","1.24","1.24","EXPANSION","0","100","42.07","17.4","26.36","11.95","656.59","708.8","794.81","63700","51450","1024","Supertrend bearish | RSI 42.1 lemah | Volume valid 1.24x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","705","680","670","660","0.1","0.2","0.3","0.4","141","294","447","606","1488","99877500","122500","671.22","671.24","640","805","900","900","9.22","4.65","27.66","34.08","3","7.33"
"BHAT","2026-05-29","2026-05-29","561","FULL","1010","24.691358024691358","HOLD","-","passive","FALSE","","SMART GAMMA","2025-11-12","","198d","198","UPTREND","BEARISH","BEARISH","BEARISH","UPTREND DISCOUNT","CRASH / SELL-OFF","0","TRUE","FALSE","TRUE","LAGGING","LAGGARD (Passive)","5.04","5.04","VOLUME SURGE","50","50","31.24","42.22","12.91","64.58","1222.73","1311.48","1180.85","10200","2025","1024","Supertrend bullish | RSI 31.2 lemah | Volume valid 5.04x | Crash filter aktif | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","1070","965","940","905","0.1","0.2","0.3","0.4","93","207","319","441","1060","99823000","177000","941.73","941.75","855","1395","1715","1715","20.09","9.21","60.28","82.11","3","8.92"
"EMAS","2026-05-29","2026-05-29","161","IPO / SHORT","7800","2.631578947368421","AVOID","-","passive","FALSE","","BETA BREAKOUT","2026-04-21","","38d","38","DOWNTREND","BEARISH","BEARISH","BULLISH","DOWNTREND PREMIUM","NORMAL UPTREND","17.5","TRUE","TRUE","FALSE","LEADING","LEADING (Passive)","0.98","0.98","NORMAL","54.55","45.45","48.01","31.36","18.36","27.31","7876.61","7972.45","6285.62","19942200","20281090","1024","Supertrend bearish | RSI 48.0 lemah | Volume 0.98x | Crash filter aktif | RISEN NORMAL UPTREND","Full Grid (1-2-3-4)","100000000","9350","8625","8450","8200","0.1","0.2","0.3","0.4","10","23","35","48","116","98122500","1877500","8458.84","8462.6","7775","11725","14075","14075","16.84","8.08","50.53","66.39","3","8.21"
"GOTO","2026-05-29","2026-05-29","561","FULL","50","0","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-21","Structure + Discount","38d","38","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","96.78","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.67","0.67","DRY / QUIET","50","50","38.4","10.85","19.43","21.41","50.79","52.81","58.9","2654713100","3950678030","1024","Supertrend bearish | RSI 38.4 lemah | Volume 0.67x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","56","53","52","51","0.1","0.2","0.3","0.4","1785","3773","5769","7843","19170","99991000","9000","52.16","52.16","50","65","74","74","10.71","4.14","32.14","41.87","3","10.11"
