"Ticker","Date","LatestAvailableDate","HistoryBars","HistoryQuality","Price","ChangePct","Signal","ActiveSignals","SignalGroup","ActiveSignal","SniperLocation","LastActiveSignals","LastActiveDate","LastSniperLocation","SignalAgeLabel","AgeDays","Trend","TrendShort","TrendMedium","TrendLong","Structure","Regime","RisenScore","RisenInsideRolling","RisenRecentUpBreak","RisenVolSurge","Quadrant","AlphaStatus","RVol","VolPower","VolRegime","XRayBuyPowerPct","XRaySellPowerPct","RSI","ADX","PlusDI","MinusDI","EMA21","EMA50","EMA200","Volume","VolumeSMA20","Score","LogicNotes","Strategy","PortfolioCapital","Buy1","Buy2","Buy3","Buy4","Weight1","Weight2","Weight3","Weight4","Lot1","Lot2","Lot3","Lot4","TotalLots","TotalDeployed","CashLeft","AvgEntry","TheoreticalAvgEntry","StopLoss","TP1","TP2","TP2Fib","RiskBuy1Pct","RiskAvgPct","UpsideBuy1Pct","UpsideAvgPct","RewardRiskBuy1","RewardRiskAvg"
"MICE","2026-05-29","2026-05-29","561","FULL","505","0","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-05-11","","18d","18","DOWNTREND","NEUTRAL","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","74.45","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0","0","NO VOLUME","50","50","49.79","45.55","29.61","13.11","504.16","511.56","525.5","0","34055","1064","Supertrend bearish | RSI 49.8 lemah | Volume 0x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","494","472","466","460","0.1","0.2","0.3","0.4","202","423","643","869","2137","99882200","117800","467.39","467.4","446","565","640","640","9.72","4.58","29.55","36.93","3.04","8.07"
"PBSA","2026-05-29","2026-05-29","561","FULL","870","8.074534161490684","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-11","","18d","18","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","32.73","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.71","0.71","DRY / QUIET","89.47","10.53","43.67","34.81","12.7","22.8","920.15","1073.66","1102.97","2592700","3653915","1064","Supertrend bearish | RSI 43.7 lemah | Volume 0.71x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","945","880","865","845","0.1","0.2","0.3","0.4","105","227","346","473","1151","99796000","204000","867.04","867.09","800","1165","1380","1380","15.34","7.73","46.03","59.16","3","7.65"
"SAGE","2026-05-29","2026-05-29","561","FULL","34","6.25","HOLD","-","passive","FALSE","","EARLY SWEEP","2026-05-11","","18d","18","UPTREND","BULLISH","BULLISH","BULLISH","STRUCTURE + DISCOUNT","SIDEWAYS","30.67","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","2","2","EXPANSION","66.67","33.33","59.24","18.61","39.55","19.03","31.12","31.74","30.99","8248800","4129045","1064","Supertrend bullish | RSI 59.2 > 50 | Volume valid 2x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","34","32","31","30","0.1","0.2","0.3","0.4","2941","6250","9677","13333","32201","99997100","2900","31.05","31.05","29","42","52","52","14.71","6.61","52.94","67.45","3.6","10.2"
"TRST","2026-05-29","2026-05-29","561","FULL","458","-0.43478260869565216","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-11","","18d","18","DOWNTREND","BEARISH","BEARISH","BEARISH","DEMAND STRUCTURE","SIDEWAYS","50.31","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.21","0.21","DRY / QUIET","75","25","47.08","15.11","15.15","17.1","464.16","466.9","475.17","23200","109290","1064","Supertrend bearish | RSI 47.1 lemah | Volume 0.21x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","486","444","434","420","0.1","0.2","0.3","0.4","205","450","691","952","2298","99916400","83600","434.8","434.81","398","620","750","750","18.11","8.46","54.32","72.49","3","8.57"
"VTNY","2026-05-29","2026-05-29","561","FULL","62","0","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-11","","18d","18","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","29.88","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.93","0.93","NORMAL","62.5","37.5","40.13","17.49","15.89","25.12","65.81","70.06","90.48","17063400","18315725","1064","Supertrend bearish | RSI 40.1 lemah | Volume 0.93x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","73","65","63","60","0.1","0.2","0.3","0.4","1369","3076","4761","6666","15872","99978000","22000","62.99","62.99","56","99","124","124","23.29","11.1","69.86","96.86","3","8.73"
"BREN","2026-05-29","2026-05-29","561","FULL","3300","25","HOLD","-","passive","FALSE","","BETA BREAKOUT","2025-11-05","","205d","205","UPTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","CRASH / SELL-OFF","10.43","TRUE","FALSE","TRUE","IMPROVING","IMPROVING (Passive)","7.9","7.9","VOLUME SURGE","50","50","39.49","48.12","19.14","33.23","3684.43","4918.74","7080.61","682365200","86403705","1060","Supertrend bullish | RSI 39.5 lemah | Volume valid 7.9x | Crash filter aktif | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","9750","8775","8550","8225","0.1","0.2","0.3","0.4","10","22","35","48","115","98460000","1540000","8561.74","8563.96","7700","12825","15900","15900","21.03","10.07","63.08","85.71","3","8.52"
"GHON","2026-05-29","2026-05-29","561","FULL","1805","0","AVOID","-","passive","FALSE","","G ACC","2026-04-28","","31d","31","DOWNTREND","BULLISH","BULLISH","BULLISH","DEMAND STRUCTURE","SIDEWAYS","34.91","TRUE","FALSE","TRUE","LEADING","LEADING (Passive)","4.41","4.41","VOLUME SURGE","87.5","12.5","52.26","24.13","13.71","22.71","1796.33","1791.85","1735.72","68000","15415","1058","Supertrend bearish | RSI 52.3 > 50 | Volume valid 4.41x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","1800","1755","1740","1725","0.1","0.2","0.3","0.4","55","113","172","231","571","99507000","493000","1742.68","1742.73","1695","1960","2160","2160","5.83","2.74","20","23.95","3.43","8.75"
"IFII","2026-05-29","2026-05-29","561","FULL","226","0.8928571428571428","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-08","","21d","21","DOWNTREND","BULLISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","48.18","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","1.13","1.13","NORMAL","75","25","52.11","29.68","21.54","8.87","224.16","226.52","229.87","251500","223485","1058","Supertrend bearish | RSI 52.1 > 50 | Volume 1.13x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","226","218","216","214","0.1","0.2","0.3","0.4","442","917","1388","1869","4616","99957200","42800","216.55","216.55","208","254","280","280","7.96","3.95","23.89","29.3","3","7.43"
"SAME","2026-05-29","2026-05-29","561","FULL","328","5.806451612903226","AVOID","-","passive","FALSE","","SMART SNIPER + V-SHAPE","2026-05-08","Demand Structure","21d","21","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","25","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","1.31","1.31","EXPANSION","90","10","48.53","19.65","17.14","22.59","328.89","334.5","329.79","1507900","1148655","1058","Supertrend bearish | RSI 48.5 lemah | Volume valid 1.31x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","348","336","334","330","0.1","0.2","0.3","0.4","287","595","898","1212","2992","99968800","31200","334.12","334.12","322","388","426","426","7.47","3.63","22.41","27.5","3","7.58"
"LRNA","2026-05-29","2026-05-29","561","FULL","190","-3.5532994923857872","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-07","","22d","22","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","47.6","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.5","0.5","DRY / QUIET","40","60","43.8","37.08","29.93","13.29","196.2","202.91","200.1","667900","1349170","1056","Supertrend bearish | RSI 43.8 lemah | Volume 0.5x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","206","200","199","197","0.1","0.2","0.3","0.4","485","1000","1507","2030","5022","99971300","28700","199.07","199.07","192","228","250","250","6.8","3.55","21.36","25.59","3.14","7.21"
"PCAR","2026-05-29","2026-05-29","561","FULL","40","2.564102564102564","HOLD","-","passive","FALSE","","EARLY SWEEP","2026-05-07","","22d","22","UPTREND","BULLISH","BULLISH","NEUTRAL","UPTREND DISCOUNT","SIDEWAYS","0","FALSE","FALSE","FALSE","LEADING","LEADING (Passive)","0.91","0.91","NORMAL","0","100","59.84","16.71","42.85","18.18","37.28","38.33","39.93","2624500","2895220","1056","Supertrend bullish | RSI 59.8 > 50 | Volume 0.91x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","46","41","40","38","0.1","0.2","0.3","0.4","2173","4878","7500","10526","25077","99994400","5600","39.87","39.88","36","61","76","76","21.74","9.72","65.22","90.6","3","9.32"
"UNTD","2026-05-29","2026-05-29","537","FULL","76","0","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-05-07","","22d","22","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","37.79","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.94","0.94","NORMAL","100","0","39.37","19.51","15.12","22.29","80.18","83.22","88.17","14419900","15338915","1056","Supertrend bearish | RSI 39.4 lemah | Volume 0.94x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","123","99","93","84","0.1","0.2","0.3","0.4","813","2020","3225","4761","10819","99982800","17200","92.41","92.41","72","200","276","276","41.46","22.09","124.39","198.66","3","8.99"
"BAJA","2026-05-29","2026-05-29","561","FULL","147","0.684931506849315","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-06","","23d","23","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","40.43","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.43","0.43","DRY / QUIET","44.44","55.56","45.81","19.93","19.63","18.73","150.12","152.79","147.72","2016300","4741765","1054","Supertrend bearish | RSI 45.8 lemah | Volume 0.43x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","162","158","156","155","0.1","0.2","0.3","0.4","617","1265","1923","2580","6385","99971200","28800","156.57","156.57","151","179","197","197","6.79","3.56","21.6","25.82","3.18","7.26"
"BJBR","2026-05-29","2026-05-29","561","FULL","765","-1.2903225806451613","AVOID","-","passive","FALSE","","G ACC","2026-05-06","","23d","23","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","25","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.44","0.44","DRY / QUIET","0","100","32.29","38.38","16.93","31.48","801.9","817.04","822.76","4807400","10806520","1054","Supertrend bearish | RSI 32.3 lemah | Volume 0.44x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","885","835","825","805","0.1","0.2","0.3","0.4","112","239","363","496","1210","99744000","256000","824.33","824.37","780","1045","1200","1200","11.86","5.38","35.59","45.57","3","8.47"
"CAMP","2026-05-29","2026-05-29","561","FULL","189","0.5319148936170213","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-06","","23d","23","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","25","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.31","0.31","DRY / QUIET","100","0","40.99","22.56","22.43","30.4","194.11","199.6","210.35","109100","349245","1054","Supertrend bearish | RSI 41.0 lemah | Volume 0.31x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","200","195","194","192","0.1","0.2","0.3","0.4","500","1025","1546","2083","5154","99973500","26500","193.97","193.97","189","216","238","238","5.5","2.56","19","22.7","3.45","8.85"
"CMRY","2026-05-29","2026-05-29","561","FULL","4830","9.772727272727273","HOLD","-","passive","FALSE","","SMART SNIPER","2026-05-06","Discount Only","23d","23","UPTREND","BULLISH","BULLISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL UPTREND","31.19","TRUE","TRUE","FALSE","LEADING","LEADING (Passive)","1.16","1.16","NORMAL","100","0","57.81","17.23","17.27","21.74","4612.5","4682.08","4948.11","4229300","3653255","1054","Supertrend bullish | RSI 57.8 > 50 | Volume 1.16x | Lolos anti-crash ADX | RISEN NORMAL UPTREND","Full Grid (1-2-3-4)","100000000","4870","4540","4460","4340","0.1","0.2","0.3","0.4","20","44","67","92","223","99526000","474000","4463.05","4463.94","4160","5925","7000","7000","14.58","6.79","43.74","56.84","3","8.37"
"DIGI","2026-05-29","2026-05-29","561","FULL","36","0","HOLD","-","passive","FALSE","","G ACC","2026-05-06","","23d","23","UPTREND","BULLISH","BULLISH","BULLISH","UPTREND DISCOUNT","SIDEWAYS","25","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.19","0.19","DRY / QUIET","0","100","51.04","15.7","36.44","33.43","35.59","35.37","33.12","662700","3517400","1054","Supertrend bullish | RSI 51.0 > 50 | Volume 0.19x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","45","37","34","32","0.1","0.2","0.3","0.4","2222","5405","8823","12500","28950","99995700","4300","34.54","34.54","27","72","99","99","40","21.83","120","186.62","3","8.55"
"HRME","2026-05-29","2026-05-29","561","FULL","48","4.3478260869565215","HOLD","-","passive","FALSE","","SMART GAMMA","2026-05-06","","23d","23","UPTREND","BEARISH","BEARISH","BULLISH","UPTREND DISCOUNT","SIDEWAYS","25","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.82","0.82","NORMAL","0","100","49.14","18.98","40.07","38.17","48.44","48.44","44.54","4268900","5176860","1054","Supertrend bullish | RSI 49.1 lemah | Volume 0.82x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","60","51","48","45","0.1","0.2","0.3","0.4","1666","3921","6250","8888","20725","99989100","10900","48.25","48.25","41","89","117","117","31.67","15.02","95","142.51","3","9.49"
"KKES","2026-05-29","2026-05-29","561","FULL","46","9.523809523809524","HOLD","-","passive","FALSE","","BETA BREAKOUT","2026-05-06","","23d","23","UPTREND","BULLISH","BULLISH","BULLISH","UPTREND PREMIUM","NORMAL UPTREND","25","TRUE","TRUE","FALSE","LEADING","LEADING (Passive)","0.31","0.31","DRY / QUIET","100","0","58.3","25.04","41.38","30.69","41.36","38.46","34.13","2761900","8864645","1054","Supertrend bullish | RSI 58.3 > 50 | Volume 0.31x | Lolos anti-crash ADX | RISEN NORMAL UPTREND","Full Grid (1-2-3-4)","100000000","41","36","35","33","0.1","0.2","0.3","0.4","2439","5555","8571","12121","28686","99995700","4300","34.86","34.86","31","56","71","71","24.39","11.07","73.17","103.68","3","9.37"
"BNLI","2026-05-29","2026-05-29","561","FULL","3110","0.974025974025974","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-05","","24d","24","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","53.32","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.29","0.29","DRY / QUIET","52.63","47.37","47.15","19.92","16.51","22.62","3169.82","3320.03","3649.36","22300","77850","1052","Supertrend bearish | RSI 47.1 lemah | Volume 0.29x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","3400","3140","3070","2980","0.1","0.2","0.3","0.4","29","63","97","134","323","99353000","647000","3075.94","3076.41","2830","4260","5100","5100","16.76","8","50","65.8","2.98","8.23"
"INDO","2026-05-29","2026-05-29","561","FULL","161","2.547770700636943","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-05-05","","24d","24","DOWNTREND","BULLISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","99.74","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.84","0.84","NORMAL","71.43","28.57","49.52","16.41","20.69","19.67","158.74","178.93","220.66","44896500","53500350","1052","Supertrend bearish | RSI 49.5 lemah | Volume 0.84x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","500","418","398","370","0.1","0.2","0.3","0.4","200","478","753","1081","2512","99946800","53200","397.88","397.88","330","755","1010","1010","34","17.06","102","153.85","3","9.02"
"LPIN","2026-05-29","2026-05-29","561","FULL","402","-0.9852216748768473","AVOID","-","passive","FALSE","","G ACC","2026-05-05","","24d","24","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","25","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.17","0.17","DRY / QUIET","20","80","35.94","36.92","16.54","37.33","424.8","438.01","434.73","162800","956525","1052","Supertrend bearish | RSI 35.9 lemah | Volume 0.17x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","486","460","454","446","0.1","0.2","0.3","0.4","205","434","660","896","2195","99852600","147400","454.91","454.92","432","565","650","650","11.11","5.04","33.74","42.89","3.04","8.52"
"RATU","2026-05-29","2026-05-29","324","FULL","5300","25","HOLD","-","passive","FALSE","","EARLY SWEEP","2026-05-05","","24d","24","UPTREND","BULLISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","8.09","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","1.83","1.83","EXPANSION","100","0","48.8","27.43","18.62","26.69","5265.65","5786.1","6654.31","20441500","11150880","1052","Supertrend bullish | RSI 48.8 lemah | Volume valid 1.83x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","7075","5700","5350","4890","0.1","0.2","0.3","0.4","14","35","56","81","186","99424000","576000","5345.38","5344.84","4190","11400","15725","15725","40.78","21.61","122.26","194.18","3","8.98"
"TIFA","2026-05-29","2026-05-29","561","FULL","320","-0.6211180124223602","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-05","","24d","24","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","51.99","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.15","0.15","DRY / QUIET","69.23","30.77","42.58","32","24.95","16.17","330.93","346.76","425.32","15700","106015","1052","Supertrend bearish | RSI 42.6 lemah | Volume 0.15x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","358","344","340","336","0.1","0.2","0.3","0.4","279","581","882","1190","2932","99946600","53400","340.88","340.88","326","420","454","454","8.94","4.37","26.82","33.18","3","7.6"
"AMAG","2026-05-29","2026-05-29","561","FULL","398","1.015228426395939","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-04","","25d","25","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","40.37","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.05","0.05","DRY / QUIET","100","0","38.44","37.53","9.92","28.2","409.95","418.66","400.13","10600","229780","1050","Supertrend bearish | RSI 38.4 lemah | Volume 0.05x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","444","432","430","426","0.1","0.2","0.3","0.4","225","462","697","938","2322","99878200","121800","430.14","430.14","418","484","510","510","5.86","2.82","14.86","18.57","2.54","6.58"
"AMAN","2026-05-29","2026-05-29","561","FULL","256","0","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-04","","25d","25","DOWNTREND","BEARISH","BEARISH","BULLISH","DEMAND STRUCTURE","SIDEWAYS","87.24","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.15","0.15","DRY / QUIET","71.43","28.57","41.39","15.55","15.09","19.46","266.14","273.52","223.59","334200","2240085","1050","Supertrend bearish | RSI 41.4 lemah | Volume 0.15x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","266","254","250","246","0.1","0.2","0.3","0.4","375","787","1200","1626","3988","99964400","35600","250.66","250.67","236","312","318","318","11.28","5.85","19.55","26.86","1.73","4.59"
"BINO","2026-05-29","2026-05-29","561","FULL","108","4.854368932038835","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-04","","25d","25","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","27.25","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.3","0.3","DRY / QUIET","80","20","35.3","37.78","8.49","23.79","113.44","119.14","127.01","366700","1224160","1050","Supertrend bearish | RSI 35.3 lemah | Volume 0.3x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","126","122","121","120","0.1","0.2","0.3","0.4","793","1639","2479","3333","8244","99979500","20500","121.28","121.28","117","140","154","154","7.14","3.53","22.22","26.98","3.11","7.65"
"BISI","2026-05-29","2026-05-29","561","FULL","740","1.36986301369863","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-04","","25d","25","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","38.97","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.11","0.11","DRY / QUIET","66.67","33.33","40.7","23.73","16.06","23.46","756.11","791.86","881.24","65900","586635","1050","Supertrend bearish | RSI 40.7 lemah | Volume 0.11x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","760","755","750","750","0.1","0.2","0.3","0.4","131","264","400","533","1328","99863000","137000","751.98","751.99","740","855","905","905","2.63","1.59","19.08","20.35","7.25","12.77"
"BOLT","2026-05-29","2026-05-29","561","FULL","805","1.257861635220126","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-05-04","","25d","25","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","25","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.21","0.21","DRY / QUIET","100","0","36.69","30.01","18.61","40.29","849.84","896.05","1002.93","12300","58945","1050","Supertrend bearish | RSI 36.7 lemah | Volume 0.21x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","1035","1020","1015","1005","0.1","0.2","0.3","0.4","96","196","295","398","985","99869500","130500","1013.9","1013.92","1000","1090","1200","1200","3.38","1.37","15.94","18.35","4.71","13.38"
"LTLS","2026-05-29","2026-05-29","561","FULL","770","-1.910828025477707","AVOID","-","passive","FALSE","","BETA BREAKOUT + V-SHAPE","2026-05-04","","25d","25","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","26.28","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.4","0.4","DRY / QUIET","50","50","45.27","19.81","28.25","25.52","786.69","798.99","840.79","90300","223080","1050","Supertrend bearish | RSI 45.3 lemah | Volume 0.4x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","840","800","785","775","0.1","0.2","0.3","0.4","119","250","382","516","1267","99973000","27000","789.05","789.05","750","975","1110","1110","10.71","4.95","32.14","40.67","3","8.22"
"MINA","2026-05-29","2026-05-29","561","FULL","336","15.862068965517242","AVOID","-","passive","FALSE","","SMART GAMMA","2026-05-04","","25d","25","DOWNTREND","BULLISH","BULLISH","BULLISH","STRUCTURE + DISCOUNT","SIDEWAYS","27.06","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","1.62","1.62","EXPANSION","74.19","25.81","52.21","21.35","18.09","19.72","323.65","326.73","287.95","726337500","447554630","1050","Supertrend bearish | RSI 52.2 > 50 | Volume valid 1.62x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","382","302","284","256","0.1","0.2","0.3","0.4","261","662","1056","1562","3541","99940200","59800","282.24","282.26","216","630","880","880","43.46","23.47","130.37","211.79","3","9.02"
"KPIG","2026-05-29","2026-05-29","561","FULL","94","-2.083333333333333","AVOID","-","passive","FALSE","","V-SHAPE","2025-11-24","","186d","186","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","CRASH / SELL-OFF","36.46","TRUE","FALSE","TRUE","LAGGING","LAGGARD (Passive)","4.11","4.11","VOLUME SURGE","50","50","38.06","19.1","17.49","23.25","102.51","114.03","140.74","341118600","82977950","1048","Supertrend bearish | RSI 38.1 lemah | Volume valid 4.11x | Lolos anti-crash ADX | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","140","137","136","134","0.1","0.2","0.3","0.4","714","1459","2205","2985","7363","99971300","28700","135.78","135.78","132","152","167","167","5.71","2.78","19.29","23","3.38","8.27"
"NZIA","2026-05-29","2026-05-29","561","FULL","132","-3.64963503649635","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-26","","3d","3","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL UPTREND","38.68","TRUE","TRUE","FALSE","IMPROVING","IMPROVING (Passive)","0.7","0.7","DRY / QUIET","62.5","37.5","41.86","11.05","29.55","21.82","150.14","168.84","148.92","22406500","31870505","1044","Supertrend bearish | RSI 41.9 lemah | Volume 0.7x | Lolos anti-crash ADX | RISEN NORMAL UPTREND","Full Grid (1-2-3-4)","100000000","137","124","121","117","0.1","0.2","0.3","0.4","729","1612","2479","3418","8238","99962600","37400","121.34","121.34","107","182","228","228","21.9","11.82","66.42","87.9","3.03","7.44"
"CENT","2026-05-29","2026-05-29","561","FULL","81","-1.2195121951219512","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-25","","4d","4","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","25","TRUE","FALSE","FALSE","IMPROVING","IMPROVING (Passive)","0.44","0.44","DRY / QUIET","28.57","71.43","34.5","19.59","17.92","21.7","91.58","101.16","112.7","3163200","7200460","1042","Supertrend bearish | RSI 34.5 lemah | Volume 0.44x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","82","77","75","73","0.1","0.2","0.3","0.4","1219","2597","4000","5479","13295","99989400","10600","75.21","75.21","69","109","112","112","15.85","8.25","36.59","48.92","2.31","5.93"
"PANS","2026-05-29","2026-05-29","561","FULL","1735","0.2890173410404624","AVOID","-","passive","FALSE","","BETA BREAKOUT","2026-04-20","","39d","39","DOWNTREND","BULLISH","BULLISH","BULLISH","DEMAND STRUCTURE","SIDEWAYS","51","TRUE","FALSE","TRUE","LEADING","LEADING (Passive)","2.09","2.09","VOLUME SURGE","50","50","52.7","13.72","18.53","16.97","1730","1710.22","1599.29","299200","143245","1042","Supertrend bearish | RSI 52.7 > 50 | Volume valid 2.09x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","1755","1605","1565","1515","0.1","0.2","0.3","0.4","56","124","191","264","635","99617500","382500","1568.78","1569.09","1445","2220","2690","2690","17.66","7.89","53.28","71.47","3.02","9.06"
