"Ticker","Date","LatestAvailableDate","HistoryBars","HistoryQuality","Price","ChangePct","Signal","ActiveSignals","SignalGroup","ActiveSignal","SniperLocation","LastActiveSignals","LastActiveDate","LastSniperLocation","SignalAgeLabel","AgeDays","Trend","TrendShort","TrendMedium","TrendLong","Structure","Regime","RisenScore","RisenInsideRolling","RisenRecentUpBreak","RisenVolSurge","Quadrant","AlphaStatus","RVol","VolPower","VolRegime","XRayBuyPowerPct","XRaySellPowerPct","RSI","ADX","PlusDI","MinusDI","EMA21","EMA50","EMA200","Volume","VolumeSMA20","Score","LogicNotes","Strategy","PortfolioCapital","Buy1","Buy2","Buy3","Buy4","Weight1","Weight2","Weight3","Weight4","Lot1","Lot2","Lot3","Lot4","TotalLots","TotalDeployed","CashLeft","AvgEntry","TheoreticalAvgEntry","StopLoss","TP1","TP2","TP2Fib","RiskBuy1Pct","RiskAvgPct","UpsideBuy1Pct","UpsideAvgPct","RewardRiskBuy1","RewardRiskAvg"
"BISI","2026-05-25","2026-05-25","559","FULL","740","2.7777777777777777","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-04","","21d","21","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","40.22","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.46","0.46","DRY / QUIET","50","50","38.98","24.53","16.81","26.83","760.49","796.59","884.2","316300","688050","1058","Supertrend bearish | RSI 39.0 lemah | Volume 0.46x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","760","755","750","750","0.1","0.2","0.3","0.4","131","264","400","533","1328","99863000","137000","751.98","751.99","740","855","905","905","2.63","1.59","19.08","20.35","7.25","12.77"
"JPFA","2026-05-25","2026-05-25","559","FULL","2630","2.3346303501945527","HOLD","-","passive","FALSE","","BETA BREAKOUT","2026-05-04","","21d","21","UPTREND","BULLISH","BULLISH","BULLISH","DEMAND STRUCTURE","SIDEWAYS","47.62","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","1.13","1.13","NORMAL","73.33","26.67","54.86","14.5","23.84","17.72","2560.96","2540","2356.75","18937500","16736150","1058","Supertrend bullish | RSI 54.9 > 50 | Volume 1.13x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","2630","2490","2450","2400","0.1","0.2","0.3","0.4","38","80","122","166","406","99644000","356000","2454.29","2454.23","2320","3100","3560","3560","11.79","5.47","35.36","45.05","3","8.23"
"AWAN","2026-05-25","2026-05-25","559","FULL","142","2.158273381294964","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-30","Structure + Discount","25d","25","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","23.41","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.44","0.44","DRY / QUIET","81.82","18.18","41.72","17.56","13.2","22.43","146.73","154.73","200.64","399400","898465","1050","Supertrend bearish | RSI 41.7 lemah | Volume 0.44x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","164","151","148","144","0.1","0.2","0.3","0.4","609","1324","2027","2777","6737","99968400","31600","148.39","148.39","136","206","258","258","17.07","8.35","57.32","73.87","3.36","8.85"
"BUAH","2026-05-25","2026-05-25","559","FULL","535","0","HOLD","-","passive","FALSE","","SMART SNIPER","2026-04-30","Structure + Discount","25d","25","UPTREND","BULLISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL UPTREND","63.38","TRUE","TRUE","FALSE","LEADING","LEADING (Passive)","0.65","0.65","DRY / QUIET","100","0","56.41","14.68","12.29","14.91","529.29","536.43","822.57","192400","295505","1050","Supertrend bullish | RSI 56.4 > 50 | Volume 0.65x | Lolos anti-crash ADX | RISEN NORMAL UPTREND","Full Grid (1-2-3-4)","100000000","525","510","510","505","0.1","0.2","0.3","0.4","190","392","588","792","1962","99951000","49000","509.43","509.44","494","570","1440","1440","5.9","3.03","174.29","182.67","29.52","60.29"
"RELF","2026-05-25","2026-05-25","559","FULL","37","8.823529411764707","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-30","Discount Only","25d","25","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","32.43","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.51","0.51","DRY / QUIET","100","0","43.76","18.27","18.1","21.65","38.42","39.71","39","2749400","5442720","1050","Supertrend bearish | RSI 43.8 lemah | Volume 0.51x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","42","37","36","34","0.1","0.2","0.3","0.4","2380","5405","8333","11764","27882","99990900","9100","35.86","35.86","31","59","75","75","26.19","13.56","78.57","109.13","3","8.05"
"SMMA","2026-05-25","2026-05-25","559","FULL","18125","-0.2751031636863824","HOLD","-","passive","FALSE","","SMART GAMMA","2026-04-30","","25d","25","UPTREND","BULLISH","BULLISH","BULLISH","UPTREND PREMIUM","NORMAL UPTREND","25","TRUE","TRUE","FALSE","LEADING","LEADING (Passive)","0.42","0.42","DRY / QUIET","96.88","3.13","72.09","21.6","21.2","18.76","16553.62","15493.16","14609.73","6400","15100","1050","Supertrend bullish | RSI 72.1 > 50 | Volume 0.42x | Lolos anti-crash ADX | RISEN NORMAL UPTREND","Full Grid (1-2-3-4)","100000000","15600","14650","14400","14075","0.1","0.2","0.3","0.4","6","13","20","28","67","96615000","3385000","14420.15","14426.96","13575","18650","21675","21675","12.98","5.86","38.94","50.31","3","8.58"
"CLPI","2026-05-25","2026-05-25","559","FULL","1585","1.929260450160772","AVOID","-","passive","FALSE","","G ACC","2026-04-29","","26d","26","DOWNTREND","BEARISH","BEARISH","BULLISH","DEMAND STRUCTURE","SIDEWAYS","22.71","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.56","0.56","DRY / QUIET","70","30","46.98","25.54","14.63","25.63","1596.28","1588.77","1464.28","80100","143270","1048","Supertrend bearish | RSI 47.0 lemah | Volume 0.56x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","1680","1595","1575","1545","0.1","0.2","0.3","0.4","59","125","190","258","632","99635500","364500","1576.51","1576.56","1505","1945","2210","2210","10.42","4.54","31.55","40.18","3.03","8.86"
"MAPB","2026-05-25","2026-05-25","559","FULL","1515","1.3377926421404682","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-04-29","","26d","26","DOWNTREND","NEUTRAL","BEARISH","BEARISH","DEMAND STRUCTURE","SIDEWAYS","76.73","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.78","0.78","DRY / QUIET","95.83","4.17","49.99","13.76","33.35","41.47","1512.64","1524.36","1552.09","600","770","1048","Supertrend bearish | RSI 50.0 lemah | Volume 0.78x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","1635","1525","1495","1460","0.1","0.2","0.3","0.4","61","131","200","273","665","99709000","291000","1499.38","1499.36","1400","1990","2340","2340","14.37","6.63","43.12","56.06","3","8.46"
"MREI","2026-05-25","2026-05-25","559","FULL","985","1.0256410256410255","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-04-29","","26d","26","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","89.05","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.18","0.18","DRY / QUIET","0","100","40.92","27.26","11.1","18.06","1011.83","1032.8","1021.7","15900","86035","1048","Supertrend bearish | RSI 40.9 lemah | Volume 0.18x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","980","930","920","900","0.1","0.2","0.3","0.4","102","215","326","444","1087","99943000","57000","919.44","919.43","870","1145","1310","1310","11.22","5.38","33.67","42.48","3","7.9"
"TCPI","2026-05-25","2026-05-25","559","FULL","11500","1.545253863134658","AVOID","-","passive","FALSE","","V-SHAPE","2026-04-29","","26d","26","DOWNTREND","BEARISH","BEARISH","BULLISH","DEMAND STRUCTURE","NORMAL UPTREND","42.57","TRUE","TRUE","FALSE","LEADING","LEADING (Passive)","0.99","0.99","NORMAL","87.5","12.5","47.43","31.71","15.89","39.22","11600.88","11552.94","9565.12","4769000","4824945","1048","Supertrend bearish | RSI 47.4 lemah | Volume 0.99x | Crash filter aktif | RISEN NORMAL UPTREND","Full Grid (1-2-3-4)","100000000","11450","11225","11150","11075","0.1","0.2","0.3","0.4","8","17","26","36","87","97102500","2897500","11161.21","11163.93","10850","12350","12575","12575","5.24","2.79","9.83","12.67","1.87","4.54"
"ULTJ","2026-05-25","2026-05-25","559","FULL","1600","-2.1406727828746175","AVOID","-","passive","FALSE","","SMART GAMMA","2026-04-29","","26d","26","DOWNTREND","NEUTRAL","BULLISH","BULLISH","DEMAND STRUCTURE","NORMAL UPTREND","56.66","TRUE","TRUE","FALSE","LEADING","LEADING (Passive)","0.59","0.59","DRY / QUIET","50","50","50.68","12","19.26","17.26","1598.09","1577.04","1507.57","2923000","4984185","1048","Supertrend bearish | RSI 50.7 > 50 | Volume 0.59x | Lolos anti-crash ADX | RISEN NORMAL UPTREND","Full Grid (1-2-3-4)","100000000","1695","1580","1555","1515","0.1","0.2","0.3","0.4","58","126","192","264","640","99591000","409000","1556.11","1556.34","1455","2060","2420","2420","14.16","6.5","42.77","55.52","3.02","8.54"
"UNVR","2026-05-25","2026-05-25","559","FULL","1770","0.28328611898017","HOLD","-","passive","FALSE","","V-SHAPE","2026-04-29","","26d","26","UPTREND","BULLISH","BEARISH","BEARISH","UPTREND DISCOUNT","NORMAL DOWNTREND","57.18","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.32","0.32","DRY / QUIET","37.5","62.5","49.6","13.49","24.86","22.15","1760.93","1852.12","2020.34","9593400","30328810","1048","Supertrend bullish | RSI 49.6 lemah | Volume 0.32x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","1575","1530","1520","1505","0.1","0.2","0.3","0.4","63","130","197","265","655","99639000","361000","1521.21","1521.24","1470","1735","1910","1910","6.67","3.37","21.27","25.56","3.19","7.59"
"ARTO","2026-05-25","2026-05-25","559","FULL","1150","1.7699115044247788","AVOID","-","passive","FALSE","","V-SHAPE","2026-04-28","","27d","27","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","43.61","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.32","0.32","DRY / QUIET","66.67","33.33","35.89","14.93","21.69","27.42","1229.56","1347.9","1713.17","1924900","5987300","1046","Supertrend bearish | RSI 35.9 lemah | Volume 0.32x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","1320","1300","1295","1290","0.1","0.2","0.3","0.4","75","153","231","310","769","99694500","305500","1296.42","1296.44","1270","1475","1530","1530","3.79","2.04","15.91","18.02","4.2","8.84"
"ATIC","2026-05-25","2026-05-25","559","FULL","505","3.483606557377049","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-04-28","","27d","27","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","60.01","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.22","0.22","DRY / QUIET","100","0","45.25","13.45","18.89","18.5","516.26","537.72","539.61","33100","148515","1046","Supertrend bearish | RSI 45.3 lemah | Volume 0.22x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","750","670","650","620","0.1","0.2","0.3","0.4","133","298","461","645","1537","99896000","104000","649.94","649.97","575","1015","1275","1275","23.33","11.53","70","96.17","3","8.34"
"BMRI","2026-05-25","2026-05-25","559","FULL","4220","2.4271844660194173","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-04-28","","27d","27","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","25","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","1","1","NORMAL","52.94","47.06","40.45","20.21","25.16","31.52","4351.78","4542.76","4812.06","235113500","235873230","1046","Supertrend bearish | RSI 40.5 lemah | Volume 1x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","4970","4800","4760","4700","0.1","0.2","0.3","0.4","20","41","63","85","209","99558000","442000","4763.54","4763.74","4600","5525","6075","6075","7.44","3.43","22.23","27.53","2.99","8.02"
"DAYA","2026-05-25","2026-05-25","559","FULL","1075","0","HOLD","-","passive","FALSE","","SMART SNIPER","2026-04-28","Discount Only","27d","27","UPTREND","BULLISH","BULLISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","96.63","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.03","0.03","DRY / QUIET","100","0","56.15","26.05","7.5","25.37","1064.58","1068.93","1090.44","700","20040","1046","Supertrend bullish | RSI 56.1 > 50 | Volume 0.03x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","1075","955","925","880","0.1","0.2","0.3","0.4","93","209","324","454","1080","99879000","121000","924.81","924.8","825","1450","1825","1825","23.26","10.79","69.77","97.34","3","9.02"
"GHON","2026-05-25","2026-05-25","559","FULL","1805","2.849002849002849","AVOID","-","passive","FALSE","","G ACC","2026-04-28","","27d","27","DOWNTREND","BULLISH","BULLISH","BULLISH","DEMAND STRUCTURE","SIDEWAYS","62.85","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.08","0.08","DRY / QUIET","100","0","52.26","24.03","15.11","26.53","1794.5","1790.76","1734.32","1000","13305","1046","Supertrend bearish | RSI 52.3 > 50 | Volume 0.08x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","1800","1755","1740","1725","0.1","0.2","0.3","0.4","55","113","172","231","571","99507000","493000","1742.68","1742.73","1695","1960","2160","2160","5.83","2.74","20","23.95","3.43","8.75"
"ADMF","2026-05-25","2026-05-25","559","FULL","8450","0.8955223880597015","AVOID","-","passive","FALSE","","V-SHAPE","2026-04-27","","28d","28","DOWNTREND","BEARISH","BEARISH","BEARISH","DEMAND STRUCTURE","NORMAL DOWNTREND","44.97","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.08","0.08","DRY / QUIET","75","25","45.94","18.29","19.91","21.24","8545.59","8559.35","8755.6","15600","205275","1044","Supertrend bearish | RSI 45.9 lemah | Volume 0.08x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","8525","8375","8350","8300","0.1","0.2","0.3","0.4","11","23","35","48","117","97705000","2295000","8350.85","8352.01","8175","9050","9950","9950","4.11","2.11","16.72","19.15","4.07","9.09"
"AEGS","2026-05-25","2026-05-25","559","FULL","47","2.1739130434782608","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-27","Structure + Discount","28d","28","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","58.57","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.68","0.68","DRY / QUIET","50","50","42.01","26.08","15.9","27.25","49.47","52.44","55.17","2979000","4353785","1044","Supertrend bearish | RSI 42.0 lemah | Volume 0.68x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","55","48","46","43","0.1","0.2","0.3","0.4","1818","4166","6521","9302","21807","99991000","9000","45.85","45.85","39","79","103","103","29.09","14.95","87.27","124.63","3","8.34"
"BELL","2026-05-25","2026-05-25","559","FULL","116","0.8695652173913043","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-05-22","","3d","3","DOWNTREND","BEARISH","BEARISH","BULLISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","65","TRUE","FALSE","FALSE","IMPROVING","IMPROVING (Passive)","0.26","0.26","DRY / QUIET","62.5","37.5","35.27","11.4","22.27","27.5","133.75","143.2","115.44","9124000","34466035","1044","Supertrend bearish | RSI 35.3 lemah | Volume 0.26x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","179","149","141","131","0.1","0.2","0.3","0.4","558","1342","2127","3053","7080","99969000","31000","141.2","141.2","115","276","372","372","35.75","18.55","107.82","163.46","3.02","8.81"
"IBFN","2026-05-25","2026-05-25","559","FULL","68","9.67741935483871","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-22","","3d","3","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL UPTREND","30.71","TRUE","TRUE","FALSE","IMPROVING","IMPROVING (Passive)","0.8","0.8","NORMAL","50","50","42.82","25.73","20.93","45.15","75.04","84.03","79.62","647100","808290","1044","Supertrend bearish | RSI 42.8 lemah | Volume 0.8x | Lolos anti-crash ADX | RISEN NORMAL UPTREND","Full Grid (1-2-3-4)","100000000","62","57","56","54","0.1","0.2","0.3","0.4","1612","3508","5357","7407","17884","99987000","13000","55.91","55.91","51","79","90","90","17.74","8.78","45.16","60.98","2.55","6.95"
"INDR","2026-05-25","2026-05-25","559","FULL","2200","-1.345291479820628","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-05-22","","3d","3","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","18.44","TRUE","FALSE","FALSE","IMPROVING","IMPROVING (Passive)","0.24","0.24","DRY / QUIET","76.92","23.08","36.48","26.36","11.09","25.19","2431.99","2632.53","2786.84","20300","85940","1044","Supertrend bearish | RSI 36.5 lemah | Volume 0.24x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","3040","2970","2950","2930","0.1","0.2","0.3","0.4","32","67","101","136","336","99270000","730000","2954.46","2954.66","2870","3300","3630","3630","5.59","2.86","19.41","22.86","3.47","8"
"IPCC","2026-05-25","2026-05-25","559","FULL","1225","0.823045267489712","AVOID","-","passive","FALSE","","V-SHAPE","2026-04-27","","28d","28","DOWNTREND","BEARISH","BEARISH","BULLISH","DEMAND STRUCTURE","NORMAL DOWNTREND","34.65","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.51","0.51","DRY / QUIET","66.67","33.33","38.29","37.17","9.37","32.05","1264.71","1279.74","1210.98","725500","1426585","1044","Supertrend bearish | RSI 38.3 lemah | Volume 0.51x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","1335","1295","1280","1270","0.1","0.2","0.3","0.4","74","154","234","314","776","99652000","348000","1284.18","1284.22","1245","1470","1615","1615","6.74","3.05","20.97","25.76","3.11","8.44"
"NCKL","2026-05-25","2026-05-25","559","FULL","875","2.3391812865497075","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-22","","3d","3","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","29.24","TRUE","FALSE","FALSE","IMPROVING","IMPROVING (Passive)","1.29","1.29","EXPANSION","81.82","18.18","34.93","27.95","13.92","31.34","991.97","1094.6","1103.58","93305600","72531035","1044","Supertrend bearish | RSI 34.9 lemah | Volume valid 1.29x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","855","815","805","790","0.1","0.2","0.3","0.4","116","245","372","506","1239","99805500","194500","805.53","805.57","760","1000","1140","1140","11.11","5.65","33.33","41.52","3","7.35"
"PART","2026-05-25","2026-05-25","449","FULL","100","-1.9607843137254901","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-05-22","","3d","3","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","38.47","TRUE","FALSE","FALSE","IMPROVING","IMPROVING (Passive)","0.72","0.72","DRY / QUIET","25","75","39.91","16.32","19.3","25.98","110.09","118.38","121.16","12490500","17405955","1044","Supertrend bearish | RSI 39.9 lemah | Volume 0.72x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","180","139","129","116","0.1","0.2","0.3","0.4","555","1438","2325","3448","7766","99967500","32500","128.72","128.73","96","306","432","432","46.67","25.42","140","235.6","3","9.27"
"PSAB","2026-05-25","2026-05-25","559","FULL","446","4.694835680751173","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-22","","3d","3","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","12.8","TRUE","FALSE","FALSE","IMPROVING","IMPROVING (Passive)","1.41","1.41","EXPANSION","45.71","54.29","42.47","21.36","24.69","30.82","481.57","508.85","505.34","108797900","77430225","1044","Supertrend bearish | RSI 42.5 lemah | Volume valid 1.41x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","426","394","386","374","0.1","0.2","0.3","0.4","234","507","777","1069","2587","99917000","83000","386.23","386.24","352","535","650","650","17.37","8.86","52.58","68.29","3.03","7.71"
"RDTX","2026-05-25","2026-05-25","559","FULL","15400","0","AVOID","-","passive","FALSE","","BETA BREAKOUT","2026-04-27","","28d","28","DOWNTREND","BEARISH","BEARISH","BULLISH","DEMAND STRUCTURE","NORMAL DOWNTREND","27.17","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.2","0.2","DRY / QUIET","50","50","45.33","14.03","32.1","41.52","15709.93","15828.93","14514.12","200","1010","1044","Supertrend bearish | RSI 45.3 lemah | Volume 0.2x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","16575","14300","13750","12975","0.1","0.2","0.3","0.4","6","13","21","30","70","96335000","3665000","13762.14","13761.61","11925","23550","30525","30525","28.05","13.35","84.16","121.8","3","9.12"
