"Ticker","Date","LatestAvailableDate","HistoryBars","HistoryQuality","Price","ChangePct","Signal","ActiveSignals","SignalGroup","ActiveSignal","SniperLocation","LastActiveSignals","LastActiveDate","LastSniperLocation","SignalAgeLabel","AgeDays","Trend","TrendShort","TrendMedium","TrendLong","Structure","Regime","RisenScore","RisenInsideRolling","RisenRecentUpBreak","RisenVolSurge","Quadrant","AlphaStatus","RVol","VolPower","VolRegime","XRayBuyPowerPct","XRaySellPowerPct","RSI","ADX","PlusDI","MinusDI","EMA21","EMA50","EMA200","Volume","VolumeSMA20","Score","LogicNotes","Strategy","PortfolioCapital","Buy1","Buy2","Buy3","Buy4","Weight1","Weight2","Weight3","Weight4","Lot1","Lot2","Lot3","Lot4","TotalLots","TotalDeployed","CashLeft","AvgEntry","TheoreticalAvgEntry","StopLoss","TP1","TP2","TP2Fib","RiskBuy1Pct","RiskAvgPct","UpsideBuy1Pct","UpsideAvgPct","RewardRiskBuy1","RewardRiskAvg"
"TOTO","2026-05-25","2026-05-25","559","FULL","254","4.098360655737705","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-05-13","","12d","12","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","27.26","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.3","0.3","DRY / QUIET","83.33","16.67","42.44","34.11","14.04","22.13","258.07","264.85","262.77","467100","1576215","1076","Supertrend bearish | RSI 42.4 lemah | Volume 0.3x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","282","258","252","242","0.1","0.2","0.3","0.4","354","775","1190","1652","3971","99944200","55800","251.69","251.69","230","360","438","438","18.44","8.62","55.32","74.03","3","8.59"
"VRNA","2026-05-25","2026-05-25","559","FULL","81","2.5316455696202533","HOLD","-","passive","FALSE","","SMART SNIPER + V-SHAPE","2026-05-13","Demand Structure","12d","12","UPTREND","BULLISH","BULLISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","74.88","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.67","0.67","DRY / QUIET","100","0","54.31","30.59","17.27","11.91","79.71","79.8","82.24","521500","776545","1076","Supertrend bullish | RSI 54.3 > 50 | Volume 0.67x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","83","77","76","74","0.1","0.2","0.3","0.4","1204","2597","3947","5405","13153","99984300","15700","76.02","76.02","70","103","122","122","15.66","7.91","46.99","60.49","3","7.64"
"INPP","2026-05-25","2026-05-25","559","FULL","780","0","HOLD","-","passive","FALSE","","G ACC","2026-05-12","","13d","13","UPTREND","BEARISH","BEARISH","NEUTRAL","DEMAND STRUCTURE","SIDEWAYS","85.8","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.08","0.08","DRY / QUIET","50","50","44.51","69.65","6.45","45.09","787.48","784.92","781.35","1000","12205","1074","Supertrend bullish | RSI 44.5 lemah | Volume 0.08x | Crash filter aktif | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","800","770","760","750","0.1","0.2","0.3","0.4","125","259","394","533","1311","99862000","138000","761.72","761.72","730","905","1010","1010","8.75","4.16","26.25","32.59","3","7.83"
"MAIN","2026-05-25","2026-05-25","559","FULL","830","-0.5988023952095809","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-05-12","","13d","13","DOWNTREND","BEARISH","BEARISH","BULLISH","STRUCTURE + DISCOUNT","NORMAL UPTREND","37.42","TRUE","TRUE","FALSE","LEADING","LEADING (Passive)","0.32","0.32","DRY / QUIET","25","75","37.03","33.46","11.11","26.23","878.19","891.54","823.83","1550900","4837585","1074","Supertrend bearish | RSI 37.0 lemah | Volume 0.32x | Crash filter aktif | RISEN NORMAL UPTREND","Full Grid (1-2-3-4)","100000000","1010","840","800","745","0.1","0.2","0.3","0.4","99","238","375","536","1248","99923000","77000","800.67","800.63","660","1535","2060","2060","34.65","17.57","103.96","157.29","3","8.95"
"GJTL","2026-05-25","2026-05-25","559","FULL","1200","1.2658227848101267","HOLD","-","passive","FALSE","","G ACC","2026-05-11","","14d","14","UPTREND","BULLISH","BULLISH","BULLISH","DEMAND STRUCTURE","NORMAL UPTREND","56.81","TRUE","TRUE","FALSE","LEADING","LEADING (Passive)","0.69","0.69","DRY / QUIET","60","40","54.31","24.56","20.61","18.36","1185.57","1155.26","1100.93","4658100","6788100","1072","Supertrend bullish | RSI 54.3 > 50 | Volume 0.69x | Lolos anti-crash ADX | RISEN NORMAL UPTREND","Full Grid (1-2-3-4)","100000000","1240","1120","1090","1050","0.1","0.2","0.3","0.4","80","178","275","380","913","99731000","269000","1092.34","1092.42","995","1610","1975","1975","19.76","8.91","59.27","80.8","3","9.07"
"INCO","2026-05-25","2026-05-25","559","FULL","5475","-1.3513513513513513","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-11","","14d","14","DOWNTREND","BEARISH","BEARISH","BULLISH","DOWNTREND","SIDEWAYS","17.5","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.84","0.84","NORMAL","11.11","88.89","44.42","31.26","17.79","30.81","5792.75","6013.55","5271.82","24726100","29546610","1072","Supertrend bearish | RSI 44.4 lemah | Volume 0.84x | Crash filter aktif | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","6025","5550","5425","5250","0.1","0.2","0.3","0.4","16","36","55","76","183","99357500","642500","5429.37","5431.14","4970","7600","9200","9200","17.51","8.46","52.7","69.45","3.01","8.21"
"MICE","2026-05-25","2026-05-25","559","FULL","510","5.371900826446281","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-05-11","","14d","14","DOWNTREND","BULLISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","68.23","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.59","0.59","DRY / QUIET","100","0","52.13","46.65","30.16","13.35","503.99","512.11","525.91","23200","39450","1072","Supertrend bearish | RSI 52.1 > 50 | Volume 0.59x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","494","472","466","460","0.1","0.2","0.3","0.4","202","423","643","869","2137","99882200","117800","467.39","467.4","446","565","640","640","9.72","4.58","29.55","36.93","3.04","8.07"
"SAGE","2026-05-25","2026-05-25","559","FULL","34","9.67741935483871","HOLD","-","passive","FALSE","","EARLY SWEEP","2026-05-11","","14d","14","UPTREND","BULLISH","BULLISH","BULLISH","STRUCTURE + DISCOUNT","SIDEWAYS","31.63","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","1.52","1.52","EXPANSION","100","0","61.47","16.36","44.19","23.68","30.72","31.63","30.95","6090400","3998885","1072","Supertrend bullish | RSI 61.5 > 50 | Volume valid 1.52x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","34","32","31","30","0.1","0.2","0.3","0.4","2941","6250","9677","13333","32201","99997100","2900","31.05","31.05","29","42","52","52","14.71","6.61","52.94","67.45","3.6","10.2"
"TRST","2026-05-25","2026-05-25","559","FULL","470","4.444444444444445","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-11","","14d","14","DOWNTREND","BULLISH","BULLISH","BEARISH","DEMAND STRUCTURE","SIDEWAYS","52.7","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.09","0.09","DRY / QUIET","73.33","26.67","51.43","16.99","17.04","17.18","465.25","467.56","475.5","9400","110355","1072","Supertrend bearish | RSI 51.4 > 50 | Volume 0.09x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","486","444","434","420","0.1","0.2","0.3","0.4","205","450","691","952","2298","99916400","83600","434.8","434.81","398","620","750","750","18.11","8.46","54.32","72.49","3","8.57"
"BDMN","2026-05-25","2026-05-25","559","FULL","4880","7.72626931567329","HOLD","-","passive","FALSE","","BETA BREAKOUT","2026-05-08","","17d","17","UPTREND","BULLISH","BULLISH","BULLISH","UPTREND PREMIUM","NORMAL UPTREND","32.74","TRUE","TRUE","FALSE","LEADING","LEADING (Passive)","0.53","0.53","DRY / QUIET","96.97","3.03","67.98","47.07","41.52","13.66","4187.8","3598.45","2876.53","11983400","22792585","1066","Supertrend bullish | RSI 68.0 > 50 | Volume 0.53x | Lolos anti-crash ADX | RISEN NORMAL UPTREND","Full Grid (1-2-3-4)","100000000","4510","3480","3240","2890","0.1","0.2","0.3","0.4","22","57","92","138","309","99448000","552000","3218.38","3219.11","2390","7700","10875","10875","47.01","25.74","141.13","237.9","3","9.24"
"CASA","2026-05-25","2026-05-25","559","FULL","1350","0","HOLD","-","passive","FALSE","","V-SHAPE","2026-04-28","","27d","27","UPTREND","BULLISH","NEUTRAL","BULLISH","DEMAND STRUCTURE","SIDEWAYS","0","TRUE","FALSE","TRUE","LEADING","LEADING (Passive)","16.96","16.96","VOLUME SURGE","100","0","52.27","22.44","24.49","19.42","1342.76","1349.35","1261.35","46161800","2721120","1066","Supertrend bullish | RSI 52.3 > 50 | Volume valid 16.96x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","1350","1255","1230","1195","0.1","0.2","0.3","0.4","74","159","243","334","810","99746500","253500","1231.44","1231.43","1140","1665","1980","1980","15.56","7.43","46.67","60.79","3","8.19"
"IFII","2026-05-25","2026-05-25","559","FULL","224","-0.8849557522123894","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-08","","17d","17","DOWNTREND","NEUTRAL","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","49.09","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","1.22","1.22","EXPANSION","50","50","49.55","27.77","24.09","9.92","223.97","226.65","229.96","246200","201750","1066","Supertrend bearish | RSI 49.5 lemah | Volume valid 1.22x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","226","218","216","214","0.1","0.2","0.3","0.4","442","917","1388","1869","4616","99957200","42800","216.55","216.55","208","254","280","280","7.96","3.95","23.89","29.3","3","7.43"
"BBYB","2026-05-25","2026-05-25","559","FULL","276","3.7593984962406015","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-07","","18d","18","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","32.09","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.74","0.74","DRY / QUIET","62.5","37.5","40.39","19.09","17.11","28.08","293.54","314.83","339.72","15073300","20422675","1064","Supertrend bearish | RSI 40.4 lemah | Volume 0.74x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","322","310","306","302","0.1","0.2","0.3","0.4","310","645","980","1324","3259","99949800","50200","306.69","306.69","292","368","412","412","9.32","4.79","27.95","34.34","3","7.17"
"EXCL","2026-05-25","2026-05-25","559","FULL","2880","4.7272727272727275","AVOID","-","passive","FALSE","","SMART GAMMA","2026-05-07","","18d","18","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","29.15","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","1.4","1.4","EXPANSION","69.23","30.77","45.23","20.34","18.07","28.14","2969.89","3033.86","2962.04","12293400","8804075","1064","Supertrend bearish | RSI 45.2 lemah | Volume valid 1.4x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","3230","3080","3040","2990","0.1","0.2","0.3","0.4","30","64","98","133","325","98961000","1039000","3044.95","3045.45","2890","3740","4250","4250","10.53","5.09","31.58","39.58","3","7.78"
"MAPA","2026-05-25","2026-05-25","559","FULL","615","6.0344827586206895","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-07","","18d","18","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","58.92","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.62","0.62","DRY / QUIET","87.5","12.5","47.72","12.98","21.98","22.19","619.5","635.62","671.22","15221800","24515340","1064","Supertrend bearish | RSI 47.7 lemah | Volume 0.62x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","625","615","610","605","0.1","0.2","0.3","0.4","160","325","491","661","1637","99929000","71000","610.44","610.44","595","670","690","690","4.8","2.53","10.4","13.03","2.17","5.15"
"PCAR","2026-05-25","2026-05-25","559","FULL","36","2.857142857142857","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-05-07","","18d","18","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","82.19","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.1","0.1","DRY / QUIET","50","50","44.78","14.33","27.15","25.13","36.81","38.23","39.94","383300","3995310","1064","Supertrend bearish | RSI 44.8 lemah | Volume 0.1x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","46","41","40","38","0.1","0.2","0.3","0.4","2173","4878","7500","10526","25077","99994400","5600","39.87","39.88","36","61","76","76","21.74","9.72","65.22","90.6","3","9.32"
"PWON","2026-05-25","2026-05-25","559","FULL","296","1.36986301369863","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-05-07","","18d","18","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","25","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.45","0.45","DRY / QUIET","50","50","29.86","32.98","12.07","27.39","314.27","329.19","355.01","20850700","46353145","1064","Supertrend bearish | RSI 29.9 lemah | Volume 0.45x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","352","348","348","346","0.1","0.2","0.3","0.4","284","574","862","1156","2876","99967200","32800","347.59","347.59","342","372","380","380","2.84","1.61","7.95","9.32","2.8","5.8"
"SCCO","2026-05-25","2026-05-25","559","FULL","2400","1.694915254237288","HOLD","-","passive","FALSE","","SMART SNIPER","2026-05-07","Structure + Discount","18d","18","UPTREND","BULLISH","BULLISH","BULLISH","STRUCTURE + DISCOUNT","SIDEWAYS","79.13","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.14","0.14","DRY / QUIET","100","0","52.42","16.89","11.36","16.61","2388.76","2378.19","2377.13","7900","55830","1064","Supertrend bullish | RSI 52.4 > 50 | Volume 0.14x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","2460","2330","2300","2260","0.1","0.2","0.3","0.4","40","85","130","176","431","99321000","679000","2304.43","2304.61","2190","2870","3270","3270","10.98","4.97","32.93","41.9","3","8.44"
"UNTD","2026-05-25","2026-05-25","535","FULL","76","4.10958904109589","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-05-07","","18d","18","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","36.73","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.89","0.89","NORMAL","75","25","39.37","19.82","15.26","23.07","81.06","83.82","88.42","13996300","15799925","1064","Supertrend bearish | RSI 39.4 lemah | Volume 0.89x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","123","99","93","84","0.1","0.2","0.3","0.4","813","2020","3225","4761","10819","99982800","17200","92.41","92.41","72","200","276","276","41.46","22.09","124.39","198.66","3","8.99"
"BAJA","2026-05-25","2026-05-25","559","FULL","145","3.571428571428571","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-06","","19d","19","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","26.05","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.06","0.06","DRY / QUIET","83.33","16.67","43.75","22.61","16.9","20.98","150.88","153.31","147.75","264700","4706695","1062","Supertrend bearish | RSI 43.8 lemah | Volume 0.06x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","162","158","156","155","0.1","0.2","0.3","0.4","617","1265","1923","2580","6385","99971200","28800","156.57","156.57","151","179","197","197","6.79","3.56","21.6","25.82","3.18","7.26"
"BJBR","2026-05-25","2026-05-25","559","FULL","775","1.3071895424836601","AVOID","-","passive","FALSE","","G ACC","2026-05-06","","19d","19","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","25","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.51","0.51","DRY / QUIET","50","50","34.96","39.92","17.36","33.76","808.65","820.97","823.82","5547800","10833125","1062","Supertrend bearish | RSI 35.0 lemah | Volume 0.51x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","885","835","825","805","0.1","0.2","0.3","0.4","112","239","363","496","1210","99744000","256000","824.33","824.37","780","1045","1200","1200","11.86","5.38","35.59","45.57","3","8.47"
"CAMP","2026-05-25","2026-05-25","559","FULL","189","6.779661016949152","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-06","","19d","19","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","25","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.34","0.34","DRY / QUIET","57.14","42.86","40.43","23.87","23.75","31.18","195.28","200.52","210.79","131200","381925","1062","Supertrend bearish | RSI 40.4 lemah | Volume 0.34x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","200","195","194","192","0.1","0.2","0.3","0.4","500","1025","1546","2083","5154","99973500","26500","193.97","193.97","189","216","238","238","5.5","2.56","19","22.7","3.45","8.85"
"DMAS","2026-05-25","2026-05-25","559","FULL","156","3.3112582781456954","HOLD","-","passive","FALSE","","SMART GAMMA","2026-05-06","","19d","19","UPTREND","BULLISH","BULLISH","BULLISH","UPTREND PREMIUM","NORMAL UPTREND","25","TRUE","TRUE","FALSE","LEADING","LEADING (Passive)","1.21","1.21","EXPANSION","66.67","33.33","69.81","56.03","32.89","7.45","147.57","142.02","138.5","183170100","150839470","1062","Supertrend bullish | RSI 69.8 > 50 | Volume valid 1.21x | Lolos anti-crash ADX | RISEN NORMAL UPTREND","Full Grid (1-2-3-4)","100000000","151","142","139","136","0.1","0.2","0.3","0.4","662","1408","2158","2941","7169","99983600","16400","139.47","139.47","131","181","212","212","13.25","6.07","40.4","52.01","3.05","8.57"
"ENAK","2026-05-25","2026-05-25","559","FULL","290","-11.585365853658537","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-21","","4d","4","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","5.74","TRUE","FALSE","FALSE","IMPROVING","IMPROVING (Passive)","2.2","2.2","VOLUME SURGE","0","100","37.03","28.43","27.97","14.2","331.84","375.57","535.7","1261400","574110","1062","Supertrend bearish | RSI 37.0 lemah | Volume valid 2.2x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","322","286","278","266","0.1","0.2","0.3","0.4","310","699","1079","1503","3591","99949400","50600","278.33","278.34","242","442","486","486","24.84","13.05","50.93","74.61","2.05","5.72"
"GOOD","2026-05-25","2026-05-25","559","FULL","332","0","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-06","","19d","19","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","50.59","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.75","0.75","DRY / QUIET","57.89","42.11","32.97","26.72","7.92","20.9","340.74","345.39","358.18","139200","186470","1062","Supertrend bearish | RSI 33.0 lemah | Volume 0.75x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","350","342","338","336","0.1","0.2","0.3","0.4","285","584","887","1190","2946","99912400","87600","339.15","339.15","330","380","418","418","5.71","2.7","19.43","23.25","3.4","8.62"
"MLPT","2026-05-25","2026-05-25","559","FULL","19850","3.3854166666666665","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-06","","19d","19","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","55.12","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.59","0.59","DRY / QUIET","85","15","44.74","18.32","25.73","21.36","20979.21","24563.61","45013.77","34000","57155","1062","Supertrend bearish | RSI 44.7 lemah | Volume 0.59x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","24500","21750","21100","20175","0.1","0.2","0.3","0.4","4","9","14","19","46","97247500","2752500","21140.76","21132.02","18475","34975","37000","37000","24.59","12.61","51.02","75.02","2.07","5.95"
"AGII","2026-05-25","2026-05-25","559","FULL","2860","3.6231884057971016","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-05","","20d","20","DOWNTREND","BEARISH","BEARISH","BULLISH","DEMAND STRUCTURE","NORMAL UPTREND","77.06","TRUE","TRUE","FALSE","LEADING","LEADING (Passive)","0.46","0.46","DRY / QUIET","66.67","33.33","44.47","30.61","14.27","22.56","2965.81","2953.12","2203.09","385600","831595","1060","Supertrend bearish | RSI 44.5 lemah | Volume 0.46x | Crash filter aktif | RISEN NORMAL UPTREND","Full Grid (1-2-3-4)","100000000","3180","2970","2910","2840","0.1","0.2","0.3","0.4","31","67","103","140","341","99490000","510000","2917.6","2917.8","2710","3890","4590","4590","14.78","7.12","44.34","57.32","3","8.06"
"BNLI","2026-05-25","2026-05-25","559","FULL","3140","1.2903225806451613","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-05","","20d","20","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","55.81","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.89","0.89","NORMAL","70","30","47.89","20.13","16.3","25.04","3185.38","3338.74","3660.55","79300","88780","1060","Supertrend bearish | RSI 47.9 lemah | Volume 0.89x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","3400","3140","3070","2980","0.1","0.2","0.3","0.4","29","63","97","134","323","99353000","647000","3075.94","3076.41","2830","4260","5100","5100","16.76","8","50","65.8","2.98","8.23"
"INDO","2026-05-25","2026-05-25","559","FULL","157","0.641025641025641","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-05-05","","20d","20","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","93.87","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.74","0.74","DRY / QUIET","28.57","71.43","44.32","17.99","17.47","21.76","158.67","180.59","221.91","38021500","51400105","1060","Supertrend bearish | RSI 44.3 lemah | Volume 0.74x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","500","418","398","370","0.1","0.2","0.3","0.4","200","478","753","1081","2512","99946800","53200","397.88","397.88","330","755","1010","1010","34","17.06","102","153.85","3","9.02"
"LPIN","2026-05-25","2026-05-25","559","FULL","402","2.5510204081632653","AVOID","-","passive","FALSE","","G ACC","2026-05-05","","20d","20","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","25","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.19","0.19","DRY / QUIET","100","0","34.98","36.66","13.21","41.87","429.18","440.84","435.35","185200","988770","1060","Supertrend bearish | RSI 35.0 lemah | Volume 0.19x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","486","460","454","446","0.1","0.2","0.3","0.4","205","434","660","896","2195","99852600","147400","454.91","454.92","432","565","650","650","11.11","5.04","33.74","42.89","3.04","8.52"
"MTEL","2026-05-25","2026-05-25","559","FULL","510","0.9900990099009901","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-05","","20d","20","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","78.68","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.74","0.74","DRY / QUIET","100","0","44.65","22.15","11.7","17.02","512.26","522.9","560.52","6279300","8437400","1060","Supertrend bearish | RSI 44.6 lemah | Volume 0.74x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","510","505","505","500","0.1","0.2","0.3","0.4","196","396","594","800","1986","99991000","9000","503.48","503.48","498","545","550","550","2.35","1.09","7.84","9.24","3.33","8.49"
"RBMS","2026-05-25","2026-05-25","559","FULL","75","7.142857142857142","HOLD","-","passive","FALSE","","SMART GAMMA","2026-05-05","","20d","20","UPTREND","BULLISH","BULLISH","BULLISH","UPTREND PREMIUM","NORMAL UPTREND","15.46","TRUE","TRUE","FALSE","LEADING","LEADING (Passive)","1.6","1.6","EXPANSION","100","0","59.53","30.39","32.88","30.57","68.44","61.56","47.44","16885500","10577405","1060","Supertrend bullish | RSI 59.5 > 50 | Volume valid 1.6x | Lolos anti-crash ADX | RISEN NORMAL UPTREND","Full Grid (1-2-3-4)","100000000","77","59","55","49","0.1","0.2","0.3","0.4","1298","3389","5454","8163","18304","99985400","14600","54.62","54.63","40","133","188","188","48.05","26.77","144.16","244.17","3","9.12"
"TIFA","2026-05-25","2026-05-25","559","FULL","324","0","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-05","","20d","20","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","52.72","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.29","0.29","DRY / QUIET","70","30","44.26","33.12","28.27","15.6","333.03","348.91","427.43","31800","108320","1060","Supertrend bearish | RSI 44.3 lemah | Volume 0.29x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","358","344","340","336","0.1","0.2","0.3","0.4","279","581","882","1190","2932","99946600","53400","340.88","340.88","326","420","454","454","8.94","4.37","26.82","33.18","3","7.6"
"AMAG","2026-05-25","2026-05-25","559","FULL","392","-1.0101010101010102","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-04","","21d","21","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","32","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.08","0.08","DRY / QUIET","50","50","32.94","35.99","8.65","29.57","412.86","420.54","400.21","19200","233025","1058","Supertrend bearish | RSI 32.9 lemah | Volume 0.08x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","444","432","430","426","0.1","0.2","0.3","0.4","225","462","697","938","2322","99878200","121800","430.14","430.14","418","484","510","510","5.86","2.82","14.86","18.57","2.54","6.58"
"AMAN","2026-05-25","2026-05-25","559","FULL","256","2.4","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-04","","21d","21","DOWNTREND","BEARISH","BEARISH","BULLISH","DEMAND STRUCTURE","SIDEWAYS","88.65","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.46","0.46","DRY / QUIET","50","50","41.39","16.16","15.46","21.06","268.27","274.98","222.94","1092500","2384610","1058","Supertrend bearish | RSI 41.4 lemah | Volume 0.46x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","266","254","250","246","0.1","0.2","0.3","0.4","375","787","1200","1626","3988","99964400","35600","250.66","250.67","236","312","318","318","11.28","5.85","19.55","26.86","1.73","4.59"
